Country or Area,Commodity - Transaction,Year,Unit,Quantity,Quantity Footnotes
Albania,Heat - Gross production,2020,Terajoules,230.27,
Albania,Heat - Gross production,2019,Terajoules,150.67,
Albania,Heat - Gross production,2018,Terajoules,121.69,
Albania,Heat - Gross production,2017,Terajoules,113,
Albania,Heat - Gross production,2016,Terajoules,113,1
Albania,Heat - Gross production,2015,Terajoules,225,1
Albania,Heat - Gross production,2014,Terajoules,213.52,
Albania,Heat - Gross production,2013,Terajoules,198.74,
Albania,Heat - Gross production,2012,Terajoules,196.78,
Albania,Heat - Gross production,2011,Terajoules,242.83,
Albania,Heat - Gross production,2010,Terajoules,234.46,
Albania,Heat - Gross production,2009,Terajoules,234.46,
Albania,Heat - Gross production,2008,Terajoules,230.27,
Albania,Heat - Gross production,2007,Terajoules,217.71,
Albania,Heat - Gross production,2006,Terajoules,126,
Albania,Heat - Gross production,2005,Terajoules,126,
Albania,Heat - Gross production,2004,Terajoules,126,
Albania,Heat - Gross production,2003,Terajoules,126,
Albania,Heat - Gross production,2002,Terajoules,126,
Albania,Heat - Gross production,2001,Terajoules,109,
Albania,Heat - Gross production,2000,Terajoules,84,
Albania,Heat - Gross production,1999,Terajoules,132,
Albania,Heat - Gross production,1998,Terajoules,106,
Albania,Heat - Gross production,1997,Terajoules,214,
Albania,Heat - Gross production,1996,Terajoules,298,
Albania,Heat - Gross production,1995,Terajoules,456,
Albania,Heat - Gross production,1994,Terajoules,2306,
Albania,Heat - Gross production,1993,Terajoules,1666,
Albania,Heat - Gross production,1992,Terajoules,846,
Albania,Heat - Gross production,1991,Terajoules,1529,
Albania,Heat - Gross production,1990,Terajoules,353,
Albania,From combustible fuels – Main activity,2020,Terajoules,230.27,
Albania,From combustible fuels – Main activity,2019,Terajoules,150.67,
Albania,From combustible fuels – Main activity,2018,Terajoules,121.69,
Albania,From combustible fuels – Main activity,2017,Terajoules,113,
Albania,From combustible fuels – Main activity,2016,Terajoules,113,1
Albania,From combustible fuels – Main activity,2015,Terajoules,225,1
Albania,From combustible fuels – Main activity,2014,Terajoules,213.52,
Albania,From combustible fuels – Main activity,2013,Terajoules,198.74,
Albania,From combustible fuels – Main activity,2012,Terajoules,196.78,
Albania,From combustible fuels – Main activity,2011,Terajoules,242.83,
Albania,From combustible fuels – Main activity,2010,Terajoules,234.46,
Albania,From combustible fuels – Main activity,2009,Terajoules,234.46,
Albania,From combustible fuels – Main activity,2008,Terajoules,230.27,
Albania,From combustible fuels – Main activity,2007,Terajoules,217.71,
Albania,From combustible fuels – Main activity,2006,Terajoules,126,
Albania,From combustible fuels – Main activity,2005,Terajoules,126,
Albania,From combustible fuels – Main activity,2004,Terajoules,126,
Albania,From combustible fuels – Main activity,2003,Terajoules,126,
Albania,From combustible fuels – Main activity,2002,Terajoules,126,
Albania,From combustible fuels – Main activity,2001,Terajoules,109,
Albania,From combustible fuels – Main activity,2000,Terajoules,84,
Albania,From combustible fuels – Main activity,1999,Terajoules,132,
Albania,From combustible fuels – Main activity,1998,Terajoules,106,
Albania,From combustible fuels – Main activity,1997,Terajoules,214,
Albania,From combustible fuels – Main activity,1996,Terajoules,298,
Albania,From combustible fuels – Main activity,1995,Terajoules,456,
Albania,From combustible fuels – Main activity,1994,Terajoules,2306,
Albania,From combustible fuels – Main activity,1993,Terajoules,1666,
Albania,From combustible fuels – Main activity,1992,Terajoules,846,
Albania,From combustible fuels – Main activity,1991,Terajoules,1529,
Albania,From combustible fuels – Main activity,1990,Terajoules,353,
Albania,From combustible fuels – Main activity – Heat plants,2020,Terajoules,230.27,
Albania,From combustible fuels – Main activity – Heat plants,2019,Terajoules,150.67,
Albania,From combustible fuels – Main activity – Heat plants,2018,Terajoules,121.69,
Albania,From combustible fuels – Main activity – Heat plants,2017,Terajoules,113,
Albania,From combustible fuels – Main activity – Heat plants,2016,Terajoules,113,1
Albania,From combustible fuels – Main activity – Heat plants,2015,Terajoules,225,1
Albania,From combustible fuels – Main activity – Heat plants,2014,Terajoules,213.52,
Albania,From combustible fuels – Main activity – Heat plants,2013,Terajoules,198.74,
Albania,From combustible fuels – Main activity – Heat plants,2012,Terajoules,196.78,
Albania,From combustible fuels – Main activity – Heat plants,2011,Terajoules,242.83,
Albania,From combustible fuels – Main activity – Heat plants,2010,Terajoules,234.46,
Albania,From combustible fuels – Main activity – Heat plants,2009,Terajoules,234.46,
Albania,From combustible fuels – Main activity – Heat plants,2008,Terajoules,230.27,
Albania,From combustible fuels – Main activity – Heat plants,2007,Terajoules,217.71,
Albania,From combustible fuels – Main activity – Heat plants,2006,Terajoules,126,
Albania,From combustible fuels – Main activity – Heat plants,2005,Terajoules,126,
Albania,From combustible fuels – Main activity – Heat plants,2004,Terajoules,126,
Albania,From combustible fuels – Main activity – Heat plants,2003,Terajoules,126,
Albania,From combustible fuels – Main activity – Heat plants,2002,Terajoules,126,
Albania,From combustible fuels – Main activity – Heat plants,2001,Terajoules,109,
Albania,From combustible fuels – Main activity – Heat plants,2000,Terajoules,84,
Albania,From combustible fuels – Main activity – Heat plants,1999,Terajoules,132,
Albania,From combustible fuels – Main activity – Heat plants,1998,Terajoules,106,
Albania,From combustible fuels – Main activity – Heat plants,1997,Terajoules,214,
Albania,From combustible fuels – Main activity – Heat plants,1996,Terajoules,298,
Albania,From combustible fuels – Main activity – Heat plants,1995,Terajoules,456,
Albania,From combustible fuels – Main activity – Heat plants,1994,Terajoules,2306,
Albania,From combustible fuels – Main activity – Heat plants,1993,Terajoules,1666,
Albania,From combustible fuels – Main activity – Heat plants,1992,Terajoules,846,
Albania,From combustible fuels – Main activity – Heat plants,1991,Terajoules,1529,
Albania,From combustible fuels – Main activity – Heat plants,1990,Terajoules,353,
Albania,Heat - Net production,2020,Terajoules,230.27,
Albania,Heat - Net production,2019,Terajoules,150.67,
Albania,Heat - Net production,2018,Terajoules,121.69,
Albania,Heat - Net production,2017,Terajoules,113,
Albania,Heat - Net production,2016,Terajoules,113,1
Albania,Heat - Net production,2015,Terajoules,225,1
Albania,Heat - Net production,2014,Terajoules,213.52,
Albania,Heat - Net production,2013,Terajoules,198.74,
Albania,Heat - Net production,2012,Terajoules,196.78,
Albania,Heat - Net production,2011,Terajoules,242.83,
Albania,Heat - Net production,2010,Terajoules,234.46,
Albania,Heat - Net production,2009,Terajoules,234.46,
Albania,Heat - Net production,2008,Terajoules,230.27,
Albania,Heat - Net production,2007,Terajoules,217.71,
Albania,Heat - Net production,2006,Terajoules,126,
Albania,Heat - Net production,2005,Terajoules,126,
Albania,Heat - Net production,2004,Terajoules,126,
Albania,Heat - Net production,2003,Terajoules,126,
Albania,Heat - Net production,2002,Terajoules,126,
Albania,Heat - Net production,2001,Terajoules,109,
Albania,Heat - Net production,2000,Terajoules,84,
Albania,Heat - Net production,1999,Terajoules,132,
Albania,Heat - Net production,1998,Terajoules,106,
Albania,Heat - Net production,1997,Terajoules,214,
Albania,Heat - Net production,1996,Terajoules,298,
Albania,Heat - Net production,1995,Terajoules,456,
Albania,Heat - Net production,1994,Terajoules,2306,
Albania,Heat - Net production,1993,Terajoules,1666,
Albania,Heat - Net production,1992,Terajoules,846,
Albania,Heat - Net production,1991,Terajoules,1529,
Albania,Heat - Net production,1990,Terajoules,353,
Albania,Heat - Energy industries own use,2020,Terajoules,68.6,
Albania,Heat - Energy industries own use,2019,Terajoules,60,
Albania,Heat - Energy industries own use,2018,Terajoules,50,
Albania,Heat - Energy industries own use,2017,Terajoules,40,
Albania,Heat - Energy industries own use,2016,Terajoules,40,1
Albania,Heat - Energy industries own use,2015,Terajoules,57.4,1
Albania,Heat - Energy industries own use,2014,Terajoules,54.43,
Albania,Heat - Energy industries own use,2013,Terajoules,54.43,
Albania,Heat - Energy industries own use,2012,Terajoules,54.43,
Albania,Heat - Energy industries own use,2011,Terajoules,138.16,
Albania,Heat - Energy industries own use,2010,Terajoules,138.16,
Albania,Heat - Energy industries own use,2009,Terajoules,138.16,
Albania,Heat - Energy industries own use,2008,Terajoules,138.16,
Albania,Heat - Own use by oil refineries,2020,Terajoules,68.6,
Albania,Heat - Own use by oil refineries,2019,Terajoules,60,
Albania,Heat - Own use by oil refineries,2018,Terajoules,50,
Albania,Heat - Own use by oil refineries,2017,Terajoules,40,
Albania,Heat - Own use by oil refineries,2016,Terajoules,40,1
Albania,Heat - Own use by oil refineries,2015,Terajoules,57.4,1
Albania,Heat - Own use by oil refineries,2014,Terajoules,54.43,
Albania,Heat - Own use by oil refineries,2013,Terajoules,54.43,
Albania,Heat - Own use by oil refineries,2012,Terajoules,54.43,
Albania,Heat - Own use by oil refineries,2011,Terajoules,138.16,
Albania,Heat - Own use by oil refineries,2010,Terajoules,138.16,
Albania,Heat - Own use by oil refineries,2009,Terajoules,138.16,
Albania,Heat - Own use by oil refineries,2008,Terajoules,138.16,
Albania,"Heat - Own use by electricity, CHP and heat plants",2020,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2019,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2018,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2017,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2016,Terajoules,0,1
Albania,"Heat - Own use by electricity, CHP and heat plants",2015,Terajoules,0,1
Albania,"Heat - Own use by electricity, CHP and heat plants",2014,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2013,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2012,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2011,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2010,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2009,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2008,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2007,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2006,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2005,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2004,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2003,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2002,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2001,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",2000,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",1999,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",1998,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",1997,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",1996,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",1995,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",1994,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",1993,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",1992,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",1991,Terajoules,0,
Albania,"Heat - Own use by electricity, CHP and heat plants",1990,Terajoules,0,
Albania,Heat - Losses,2006,Terajoules,20,
Albania,Heat - Losses,2005,Terajoules,20,
Albania,Heat - Losses,2004,Terajoules,20,
Albania,Heat - Losses,2003,Terajoules,20,
Albania,Heat - Losses,2002,Terajoules,20,
Albania,Heat - Losses,2001,Terajoules,19,
Albania,Heat - Losses,2000,Terajoules,14,
Albania,Heat - Losses,1999,Terajoules,21,
Albania,Heat - Final energy consumption,2020,Terajoules,161.67,
Albania,Heat - Final energy consumption,2019,Terajoules,90.67,
Albania,Heat - Final energy consumption,2018,Terajoules,71.69,
Albania,Heat - Final energy consumption,2017,Terajoules,73,
Albania,Heat - Final energy consumption,2016,Terajoules,73,
Albania,Heat - Final energy consumption,2015,Terajoules,167.6,1
Albania,Heat - Final energy consumption,2014,Terajoules,159.1,
Albania,Heat - Final energy consumption,2013,Terajoules,144.32,
Albania,Heat - Final energy consumption,2012,Terajoules,142.35,
Albania,Heat - Final energy consumption,2011,Terajoules,104.67,
Albania,Heat - Final energy consumption,2010,Terajoules,96.29,
Albania,Heat - Final energy consumption,2009,Terajoules,96.29,
Albania,Heat - Final energy consumption,2008,Terajoules,92.11,
Albania,Heat - Final energy consumption,2007,Terajoules,217.71,1
Albania,Heat - Final energy consumption,2006,Terajoules,106,
Albania,Heat - Final energy consumption,2005,Terajoules,106,
Albania,Heat - Final energy consumption,2004,Terajoules,106,
Albania,Heat - Final energy consumption,2003,Terajoules,106,
Albania,Heat - Final energy consumption,2002,Terajoules,106,
Albania,Heat - Final energy consumption,2001,Terajoules,90,
Albania,Heat - Final energy consumption,2000,Terajoules,70,
Albania,Heat - Final energy consumption,1999,Terajoules,111,
Albania,Heat - Final energy consumption,1998,Terajoules,106,
Albania,Heat - Final energy consumption,1997,Terajoules,214,
Albania,Heat - Final energy consumption,1996,Terajoules,298,
Albania,Heat - Final energy consumption,1995,Terajoules,456,
Albania,Heat - Final energy consumption,1994,Terajoules,2306,
Albania,Heat - Final energy consumption,1993,Terajoules,1666,
Albania,Heat - Final energy consumption,1992,Terajoules,846,
Albania,Heat - Final energy consumption,1991,Terajoules,1529,1
Albania,Heat - Final energy consumption,1990,Terajoules,353,1
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2020,Terajoules,161.67,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2019,Terajoules,90.67,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2018,Terajoules,71.69,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2017,Terajoules,73,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2016,Terajoules,73,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2015,Terajoules,167.6,1
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2014,Terajoules,159.1,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2013,Terajoules,144.32,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2012,Terajoules,142.35,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2011,Terajoules,104.67,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2010,Terajoules,96.29,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2009,Terajoules,96.29,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2008,Terajoules,92.11,
Albania,"Heat - Consumption by manufacturing, construction and non-fuel industry",2007,Terajoules,0,
Albania,Heat - Consumption by chemical and petrochemical,2007,Terajoules,0,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2020,Terajoules,161.67,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2019,Terajoules,90.67,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2018,Terajoules,71.69,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2017,Terajoules,73,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2016,Terajoules,73,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2015,Terajoules,167.6,1
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2014,Terajoules,159.1,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2013,Terajoules,144.32,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2012,Terajoules,142.35,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2011,Terajoules,104.67,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2010,Terajoules,96.29,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2009,Terajoules,96.29,
Albania,"Heat - Consumption by other manuf., const. and non-fuel ind.",2008,Terajoules,92.11,
Albania,Heat - Consumption by food and tobacco,2020,Terajoules,161.67,
Albania,Heat - Consumption by food and tobacco,2019,Terajoules,90.67,
Albania,Heat - Consumption by food and tobacco,2018,Terajoules,71.69,
Albania,Heat - Consumption by food and tobacco,2017,Terajoules,73,
Albania,Heat - Consumption by food and tobacco,2016,Terajoules,73,1
Albania,Heat - Consumption by food and tobacco,2015,Terajoules,167.6,1
Albania,Heat - Consumption by food and tobacco,2014,Terajoules,159.1,
Albania,Heat - Consumption by food and tobacco,2013,Terajoules,144.32,
Albania,Heat - Consumption by food and tobacco,2012,Terajoules,142.35,
Albania,Heat - Consumption by food and tobacco,2011,Terajoules,104.67,
Albania,Heat - Consumption by food and tobacco,2010,Terajoules,96.29,
Albania,Heat - Consumption by food and tobacco,2009,Terajoules,96.29,
Albania,Heat - Consumption by food and tobacco,2008,Terajoules,92.11,
Albania,Heat - Consumption by other,2007,Terajoules,217.71,1
Albania,Heat - Consumption by other,2006,Terajoules,106,
Albania,Heat - Consumption by other,2005,Terajoules,106,
Albania,Heat - Consumption by other,2004,Terajoules,106,
Albania,Heat - Consumption by other,2003,Terajoules,106,
Albania,Heat - Consumption by other,2002,Terajoules,106,
Albania,Heat - Consumption by other,2001,Terajoules,90,
Albania,Heat - Consumption by other,2000,Terajoules,70,
Albania,Heat - Consumption by other,1999,Terajoules,111,
Albania,Heat - Consumption by other,1998,Terajoules,106,
Albania,Heat - Consumption by other,1997,Terajoules,214,
Albania,Heat - Consumption by other,1996,Terajoules,298,
Albania,Heat - Consumption by other,1995,Terajoules,456,
Albania,Heat - Consumption by other,1994,Terajoules,2306,
Albania,Heat - Consumption by other,1993,Terajoules,1666,
Albania,Heat - Consumption by other,1992,Terajoules,846,
Albania,Heat - Consumption by other,1991,Terajoules,1529,1
Albania,Heat - Consumption by other,1990,Terajoules,353,1
Albania,Heat - Consumption by households,2007,Terajoules,217.71,1
Albania,Heat - Consumption by households,2006,Terajoules,106,
Albania,Heat - Consumption by households,2005,Terajoules,106,
Albania,Heat - Consumption by households,2004,Terajoules,106,
Albania,Heat - Consumption by households,2003,Terajoules,106,
Albania,Heat - Consumption by households,2002,Terajoules,106,
Albania,Heat - Consumption by households,2001,Terajoules,90,
Albania,Heat - Consumption by households,2000,Terajoules,70,
Albania,Heat - Consumption by households,1999,Terajoules,111,
Albania,Heat - Consumption by households,1998,Terajoules,106,
Albania,Heat - Consumption by households,1997,Terajoules,214,
Albania,Heat - Consumption by households,1996,Terajoules,298,
Albania,Heat - Consumption by households,1995,Terajoules,456,
Albania,Heat - Consumption by households,1994,Terajoules,2306,
Albania,Heat - Consumption by households,1993,Terajoules,1666,
Albania,Heat - Consumption by households,1992,Terajoules,846,
Albania,Heat - Consumption by households,1991,Terajoules,1529,1
Albania,Heat - Consumption by households,1990,Terajoules,353,1
Albania,Heat production - Main activity total,2020,Terajoules,230.27,
Albania,Heat production - Main activity total,2019,Terajoules,150.67,
Albania,Heat production - Main activity total,2018,Terajoules,121.69,
Albania,Heat production - Main activity total,2017,Terajoules,113,
Albania,Heat production - Main activity total,2016,Terajoules,113,1
Albania,Heat production - Main activity total,2015,Terajoules,225,1
Albania,Heat production - Main activity total,2014,Terajoules,213.52,
Albania,Heat production - Main activity total,2013,Terajoules,198.74,
Albania,Heat production - Main activity total,2012,Terajoules,196.78,
Albania,Heat production - Main activity total,2011,Terajoules,242.83,
Albania,Heat production - Main activity total,2010,Terajoules,234.46,
Albania,Heat production - Main activity total,2009,Terajoules,234.46,
Albania,Heat production - Main activity total,2008,Terajoules,230.27,
Albania,Heat production - Main activity total,2007,Terajoules,217.71,
Albania,Heat production - Main activity total,2006,Terajoules,126,
Albania,Heat production - Main activity total,2005,Terajoules,126,
Albania,Heat production - Main activity total,2004,Terajoules,126,
Albania,Heat production - Main activity total,2003,Terajoules,126,
Albania,Heat production - Main activity total,2002,Terajoules,126,
Albania,Heat production - Main activity total,2001,Terajoules,109,
Albania,Heat production - Main activity total,2000,Terajoules,84,
Albania,Heat production - Main activity total,1999,Terajoules,132,
Albania,Heat production - Main activity total,1998,Terajoules,106,
Albania,Heat production - Main activity total,1997,Terajoules,214,
Albania,Heat production - Main activity total,1996,Terajoules,298,
Albania,Heat production - Main activity total,1995,Terajoules,456,
Albania,Heat production - Main activity total,1994,Terajoules,2306,
Albania,Heat production - Main activity total,1993,Terajoules,1666,
Albania,Heat production - Main activity total,1992,Terajoules,846,
Albania,Heat production - Main activity total,1991,Terajoules,1529,
Albania,Heat production - Main activity total,1990,Terajoules,353,
Albania,Heat - Gross demand,2020,Terajoules,230.27,
Albania,Heat - Gross demand,2019,Terajoules,150.67,
Albania,Heat - Gross demand,2018,Terajoules,121.69,
Albania,Heat - Gross demand,2017,Terajoules,113,
Albania,Heat - Gross demand,2016,Terajoules,113,1
Albania,Heat - Gross demand,2015,Terajoules,225,1
Albania,Heat - Gross demand,2014,Terajoules,213.52,
Albania,Heat - Gross demand,2013,Terajoules,198.74,
Albania,Heat - Gross demand,2012,Terajoules,196.78,
Albania,Heat - Gross demand,2011,Terajoules,242.83,
Albania,Heat - Gross demand,2010,Terajoules,234.46,
Albania,Heat - Gross demand,2009,Terajoules,234.46,
Albania,Heat - Gross demand,2008,Terajoules,230.27,
Albania,Heat - Gross demand,2007,Terajoules,217.71,
Albania,Heat - Gross demand,2006,Terajoules,126,
Albania,Heat - Gross demand,2005,Terajoules,126,
Albania,Heat - Gross demand,2004,Terajoules,126,
Albania,Heat - Gross demand,2003,Terajoules,126,
Albania,Heat - Gross demand,2002,Terajoules,126,
Albania,Heat - Gross demand,2001,Terajoules,109,
Albania,Heat - Gross demand,2000,Terajoules,84,
Albania,Heat - Gross demand,1999,Terajoules,132,
Albania,Heat - Gross demand,1998,Terajoules,106,
Albania,Heat - Gross demand,1997,Terajoules,214,
Albania,Heat - Gross demand,1996,Terajoules,298,
Albania,Heat - Gross demand,1995,Terajoules,456,
Albania,Heat - Gross demand,1994,Terajoules,2306,
Albania,Heat - Gross demand,1993,Terajoules,1666,
Albania,Heat - Gross demand,1992,Terajoules,846,
Albania,Heat - Gross demand,1991,Terajoules,1529,
Albania,Heat - Gross demand,1990,Terajoules,353,
Armenia,Heat - Gross production,2019,Terajoules,27.371,
Armenia,Heat - Gross production,2018,Terajoules,24,
Armenia,Heat - Gross production,2017,Terajoules,30.6,
Armenia,Heat - Gross production,2016,Terajoules,34,
Armenia,Heat - Gross production,2015,Terajoules,28,
Armenia,Heat - Gross production,2014,Terajoules,65,1
Armenia,Heat - Gross production,2013,Terajoules,76,1
Armenia,Heat - Gross production,2012,Terajoules,55,1
Armenia,Heat - Gross production,2011,Terajoules,123,1
Armenia,Heat - Gross production,2010,Terajoules,323,1
Armenia,Heat - Gross production,2009,Terajoules,708,1
Armenia,Heat - Gross production,2008,Terajoules,1273,1
Armenia,Heat - Gross production,2007,Terajoules,1867,1
Armenia,Heat - Gross production,2006,Terajoules,2006,
Armenia,Heat - Gross production,2005,Terajoules,1838,
Armenia,Heat - Gross production,2004,Terajoules,1227,
Armenia,Heat - Gross production,2003,Terajoules,1441,
Armenia,Heat - Gross production,2002,Terajoules,1553,
Armenia,Heat - Gross production,2001,Terajoules,2002,
Armenia,Heat - Gross production,2000,Terajoules,3147,
Armenia,Heat - Gross production,1999,Terajoules,2636,
Armenia,Heat - Gross production,1998,Terajoules,2478,
Armenia,Heat - Gross production,1997,Terajoules,2776,
Armenia,Heat - Gross production,1996,Terajoules,3762,
Armenia,Heat - Gross production,1995,Terajoules,3285,
Armenia,Heat - Gross production,1994,Terajoules,2883,
Armenia,Heat - Gross production,1993,Terajoules,3926,
Armenia,From combustible fuels – Main activity,2019,Terajoules,27.371,
Armenia,From combustible fuels – Main activity,2018,Terajoules,24,
Armenia,From combustible fuels – Main activity,2017,Terajoules,30.6,
Armenia,From combustible fuels – Main activity,2016,Terajoules,34,
Armenia,From combustible fuels – Main activity,2015,Terajoules,28,
Armenia,From combustible fuels – Main activity,2014,Terajoules,65,1
Armenia,From combustible fuels – Main activity,2013,Terajoules,76,1
Armenia,From combustible fuels – Main activity,2012,Terajoules,55,1
Armenia,From combustible fuels – Main activity,2011,Terajoules,123,1
Armenia,From combustible fuels – Main activity,2010,Terajoules,323,1
Armenia,From combustible fuels – Main activity,2009,Terajoules,708,1
Armenia,From combustible fuels – Main activity,2008,Terajoules,1273,1
Armenia,From combustible fuels – Main activity,2007,Terajoules,1867,1
Armenia,From combustible fuels – Main activity,2006,Terajoules,2006,
Armenia,From combustible fuels – Main activity,2005,Terajoules,1838,
Armenia,From combustible fuels – Main activity,2004,Terajoules,1227,
Armenia,From combustible fuels – Main activity,2003,Terajoules,1441,
Armenia,From combustible fuels – Main activity,2002,Terajoules,1553,
Armenia,From combustible fuels – Main activity,2001,Terajoules,2002,
Armenia,From combustible fuels – Main activity,2000,Terajoules,3147,
Armenia,From combustible fuels – Main activity,1999,Terajoules,2636,
Armenia,From combustible fuels – Main activity,1998,Terajoules,2478,
Armenia,From combustible fuels – Main activity,1997,Terajoules,2776,
Armenia,From combustible fuels – Main activity,1996,Terajoules,3762,
Armenia,From combustible fuels – Main activity,1995,Terajoules,3285,
Armenia,From combustible fuels – Main activity,1994,Terajoules,2883,
Armenia,From combustible fuels – Main activity,1993,Terajoules,3926,
Armenia,From combustible fuels – Main activity – CHP plants,2019,Terajoules,27.371,
Armenia,From combustible fuels – Main activity – CHP plants,2018,Terajoules,24,
Armenia,From combustible fuels – Main activity – CHP plants,2017,Terajoules,30.6,
Armenia,From combustible fuels – Main activity – CHP plants,2016,Terajoules,34,
Armenia,From combustible fuels – Main activity – CHP plants,2015,Terajoules,28,
Armenia,From combustible fuels – Main activity – CHP plants,2014,Terajoules,65,1
Armenia,From combustible fuels – Main activity – CHP plants,2013,Terajoules,76,1
Armenia,From combustible fuels – Main activity – CHP plants,2012,Terajoules,55,1
Armenia,From combustible fuels – Main activity – CHP plants,2011,Terajoules,123,1
Armenia,From combustible fuels – Main activity – CHP plants,2010,Terajoules,323,1
Armenia,From combustible fuels – Main activity – CHP plants,2009,Terajoules,708,1
Armenia,From combustible fuels – Main activity – CHP plants,2008,Terajoules,1273,1
Armenia,From combustible fuels – Main activity – CHP plants,2007,Terajoules,1572,1
Armenia,From combustible fuels – Main activity – CHP plants,2006,Terajoules,1759,
Armenia,From combustible fuels – Main activity – CHP plants,2005,Terajoules,1605,
Armenia,From combustible fuels – Main activity – CHP plants,2004,Terajoules,1039,
Armenia,From combustible fuels – Main activity – CHP plants,2003,Terajoules,1220,
Armenia,From combustible fuels – Main activity – CHP plants,2002,Terajoules,1300,
Armenia,From combustible fuels – Main activity – CHP plants,2001,Terajoules,1768,
Armenia,From combustible fuels – Main activity – CHP plants,2000,Terajoules,2860,
Armenia,From combustible fuels – Main activity – CHP plants,1999,Terajoules,2367,
Armenia,From combustible fuels – Main activity – CHP plants,1998,Terajoules,2147,
Armenia,From combustible fuels – Main activity – CHP plants,1997,Terajoules,2424,
Armenia,From combustible fuels – Main activity – CHP plants,1996,Terajoules,2230,
Armenia,From combustible fuels – Main activity – CHP plants,1995,Terajoules,3285,
Armenia,From combustible fuels – Main activity – CHP plants,1994,Terajoules,2883,
Armenia,From combustible fuels – Main activity – CHP plants,1993,Terajoules,3926,
Armenia,From combustible fuels – Main activity – Heat plants,2018,Terajoules,0,
Armenia,From combustible fuels – Main activity – Heat plants,2017,Terajoules,0,
Armenia,From combustible fuels – Main activity – Heat plants,2016,Terajoules,0,
Armenia,From combustible fuels – Main activity – Heat plants,2015,Terajoules,0,
Armenia,From combustible fuels – Main activity – Heat plants,2014,Terajoules,0,
Armenia,From combustible fuels – Main activity – Heat plants,2013,Terajoules,0,
Armenia,From combustible fuels – Main activity – Heat plants,2012,Terajoules,0,
Armenia,From combustible fuels – Main activity – Heat plants,2011,Terajoules,0,
Armenia,From combustible fuels – Main activity – Heat plants,2010,Terajoules,0,
