Country or Area,Commodity - Transaction,Year,Unit,Quantity,Quantity Footnotes
Kazakhstan,"Heat - Consumption by manufacturing, construction and non-fuel industry",2000,Terajoules,114722,
Kazakhstan,Heat - Consumption by iron and steel,2019,Terajoules,26987,
Kazakhstan,Heat - Consumption by iron and steel,2018,Terajoules,28300,
Kazakhstan,Heat - Consumption by iron and steel,2017,Terajoules,29034,
Kazakhstan,Heat - Consumption by iron and steel,2016,Terajoules,30524,
Kazakhstan,Heat - Consumption by iron and steel,2015,Terajoules,50606,
Kazakhstan,Heat - Consumption by iron and steel,2014,Terajoules,51736,
Kazakhstan,Heat - Consumption by iron and steel,2013,Terajoules,55034,
Kazakhstan,Heat - Consumption by iron and steel,2012,Terajoules,64953,
Kazakhstan,Heat - Consumption by iron and steel,2011,Terajoules,64859,
Kazakhstan,Heat - Consumption by iron and steel,2010,Terajoules,63394,
Kazakhstan,Heat - Consumption by iron and steel,2009,Terajoules,60622,
Kazakhstan,Heat - Consumption by iron and steel,2008,Terajoules,60622,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2019,Terajoules,4929,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2018,Terajoules,4500,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2017,Terajoules,4897,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2016,Terajoules,6202,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2015,Terajoules,5577,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2014,Terajoules,6384,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2013,Terajoules,6042,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2012,Terajoules,5696,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2011,Terajoules,6193,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2010,Terajoules,4842,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2009,Terajoules,4984,
Kazakhstan,Heat - Consumption by chemical and petrochemical,2008,Terajoules,2454,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2019,Terajoules,54776,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2018,Terajoules,44640,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2017,Terajoules,45248,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2016,Terajoules,40960,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2015,Terajoules,23050,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2014,Terajoules,24397,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2013,Terajoules,24188,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2012,Terajoules,28151,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2011,Terajoules,28286,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2010,Terajoules,55497,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2009,Terajoules,36120,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2008,Terajoules,30119,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2007,Terajoules,175045,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2006,Terajoules,170813,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2005,Terajoules,162636,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2004,Terajoules,156114,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2003,Terajoules,151807,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2002,Terajoules,141373,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2001,Terajoules,120184,
Kazakhstan,"Heat - Consumption by other manuf., const. and non-fuel ind.",2000,Terajoules,114722,
Kazakhstan,Heat - Consumption by non-ferrous metals,2019,Terajoules,618,
Kazakhstan,Heat - Consumption by non-ferrous metals,2018,Terajoules,570,
Kazakhstan,Heat - Consumption by non-ferrous metals,2017,Terajoules,648,
Kazakhstan,Heat - Consumption by non-ferrous metals,2016,Terajoules,315,
Kazakhstan,Heat - Consumption by non-ferrous metals,2015,Terajoules,504,
Kazakhstan,Heat - Consumption by non-ferrous metals,2014,Terajoules,581,
Kazakhstan,Heat - Consumption by non-ferrous metals,2013,Terajoules,552,
Kazakhstan,Heat - Consumption by non-ferrous metals,2012,Terajoules,579,
Kazakhstan,Heat - Consumption by non-ferrous metals,2011,Terajoules,491,
Kazakhstan,Heat - Consumption by non-ferrous metals,2010,Terajoules,42,
Kazakhstan,Heat - Consumption by non-ferrous metals,2009,Terajoules,347,
Kazakhstan,Heat - Consumption by non-metallic minerals,2019,Terajoules,1657,
Kazakhstan,Heat - Consumption by transport equipment,2019,Terajoules,33,
Kazakhstan,Heat - Consumption by transport equipment,2018,Terajoules,600,
Kazakhstan,Heat - Consumption by transport equipment,2017,Terajoules,644,
Kazakhstan,Heat - Consumption by transport equipment,2016,Terajoules,500,
Kazakhstan,Heat - Consumption by transport equipment,2015,Terajoules,539,
Kazakhstan,Heat - Consumption by transport equipment,2014,Terajoules,316,
Kazakhstan,Heat - Consumption by transport equipment,2013,Terajoules,406,
Kazakhstan,Heat - Consumption by transport equipment,2012,Terajoules,327,
Kazakhstan,Heat - Consumption by transport equipment,2011,Terajoules,336,
Kazakhstan,Heat - Consumption by transport equipment,2010,Terajoules,214,
Kazakhstan,Heat - Consumption by transport equipment,2009,Terajoules,179,
Kazakhstan,Heat - Consumption by transport equipment,2008,Terajoules,2191,
Kazakhstan,Heat - Consumption by machinery,2019,Terajoules,1661,
Kazakhstan,Heat - Consumption by machinery,2018,Terajoules,1300,
Kazakhstan,Heat - Consumption by machinery,2017,Terajoules,1256,
Kazakhstan,Heat - Consumption by machinery,2016,Terajoules,1559,
Kazakhstan,Heat - Consumption by machinery,2015,Terajoules,1502,
Kazakhstan,Heat - Consumption by machinery,2014,Terajoules,1529,
Kazakhstan,Heat - Consumption by machinery,2013,Terajoules,1447,
Kazakhstan,Heat - Consumption by machinery,2012,Terajoules,1456,
Kazakhstan,Heat - Consumption by machinery,2011,Terajoules,2824,
Kazakhstan,Heat - Consumption by machinery,2010,Terajoules,1112,
Kazakhstan,Heat - Consumption by machinery,2009,Terajoules,1029,
Kazakhstan,Heat - Consumption by machinery,2008,Terajoules,1121,
Kazakhstan,Heat - Consumption by mining and quarrying,2019,Terajoules,20091,
Kazakhstan,Heat - Consumption by mining and quarrying,2018,Terajoules,11000,
Kazakhstan,Heat - Consumption by mining and quarrying,2017,Terajoules,11015,
Kazakhstan,Heat - Consumption by mining and quarrying,2016,Terajoules,11185,
Kazakhstan,Heat - Consumption by mining and quarrying,2015,Terajoules,6142,
Kazakhstan,Heat - Consumption by mining and quarrying,2014,Terajoules,6162,
Kazakhstan,Heat - Consumption by mining and quarrying,2013,Terajoules,6216,
Kazakhstan,Heat - Consumption by mining and quarrying,2012,Terajoules,8793,
Kazakhstan,Heat - Consumption by mining and quarrying,2011,Terajoules,5897,
Kazakhstan,Heat - Consumption by mining and quarrying,2010,Terajoules,10218,
Kazakhstan,Heat - Consumption by mining and quarrying,2009,Terajoules,5210,
Kazakhstan,Heat - Consumption by mining and quarrying,2008,Terajoules,3838,
Kazakhstan,Heat - Consumption by food and tobacco,2019,Terajoules,4966,
Kazakhstan,Heat - Consumption by food and tobacco,2018,Terajoules,6300,
Kazakhstan,Heat - Consumption by food and tobacco,2017,Terajoules,6366,
Kazakhstan,Heat - Consumption by food and tobacco,2016,Terajoules,6948,
Kazakhstan,Heat - Consumption by food and tobacco,2015,Terajoules,5354,
Kazakhstan,Heat - Consumption by food and tobacco,2014,Terajoules,7173,
Kazakhstan,Heat - Consumption by food and tobacco,2013,Terajoules,7227,
Kazakhstan,Heat - Consumption by food and tobacco,2012,Terajoules,7287,
Kazakhstan,Heat - Consumption by food and tobacco,2011,Terajoules,3910,
Kazakhstan,Heat - Consumption by food and tobacco,2010,Terajoules,12589,
Kazakhstan,Heat - Consumption by food and tobacco,2009,Terajoules,13869,
Kazakhstan,Heat - Consumption by food and tobacco,2008,Terajoules,16898,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2019,Terajoules,536,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2018,Terajoules,700,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2017,Terajoules,666,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2016,Terajoules,759,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2015,Terajoules,650,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2014,Terajoules,504,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2013,Terajoules,455,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2012,Terajoules,464,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2011,Terajoules,415,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2010,Terajoules,432,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2009,Terajoules,433,
Kazakhstan,"Heat - Consumption by paper, pulp and print",2008,Terajoules,1235,
Kazakhstan,Heat - Consumption by wood and wood products,2019,Terajoules,46,
Kazakhstan,Heat - Consumption by wood and wood products,2018,Terajoules,150,
Kazakhstan,Heat - Consumption by wood and wood products,2017,Terajoules,135,
Kazakhstan,Heat - Consumption by wood and wood products,2016,Terajoules,119,
Kazakhstan,Heat - Consumption by wood and wood products,2015,Terajoules,168,
Kazakhstan,Heat - Consumption by wood and wood products,2014,Terajoules,50,
Kazakhstan,Heat - Consumption by wood and wood products,2013,Terajoules,54,
Kazakhstan,Heat - Consumption by wood and wood products,2012,Terajoules,65,
Kazakhstan,Heat - Consumption by wood and wood products,2011,Terajoules,90,
Kazakhstan,Heat - Consumption by wood and wood products,2010,Terajoules,83,
Kazakhstan,Heat - Consumption by wood and wood products,2009,Terajoules,132,
Kazakhstan,Heat - Consumption by wood and wood products,2008,Terajoules,127,
Kazakhstan,Heat - Consumption by construction,2019,Terajoules,8059,
Kazakhstan,Heat - Consumption by construction,2018,Terajoules,5600,
Kazakhstan,Heat - Consumption by construction,2017,Terajoules,5674,
Kazakhstan,Heat - Consumption by construction,2016,Terajoules,1328,
Kazakhstan,Heat - Consumption by construction,2015,Terajoules,1608,
Kazakhstan,Heat - Consumption by construction,2014,Terajoules,1720,
Kazakhstan,Heat - Consumption by construction,2013,Terajoules,1425,
Kazakhstan,Heat - Consumption by construction,2012,Terajoules,2356,
Kazakhstan,Heat - Consumption by construction,2011,Terajoules,4803,
Kazakhstan,Heat - Consumption by construction,2010,Terajoules,3690,
Kazakhstan,Heat - Consumption by construction,2009,Terajoules,7220,
Kazakhstan,Heat - Consumption by construction,2008,Terajoules,4039,
Kazakhstan,Heat - Consumption by textile and leather,2019,Terajoules,109,
Kazakhstan,Heat - Consumption by textile and leather,2018,Terajoules,220,
Kazakhstan,Heat - Consumption by textile and leather,2017,Terajoules,218,
Kazakhstan,Heat - Consumption by textile and leather,2016,Terajoules,324,
Kazakhstan,Heat - Consumption by textile and leather,2015,Terajoules,60,
Kazakhstan,Heat - Consumption by textile and leather,2014,Terajoules,60,
Kazakhstan,Heat - Consumption by textile and leather,2013,Terajoules,85,
Kazakhstan,Heat - Consumption by textile and leather,2012,Terajoules,64,
Kazakhstan,Heat - Consumption by textile and leather,2011,Terajoules,37,
Kazakhstan,Heat - Consumption by textile and leather,2010,Terajoules,22,
Kazakhstan,Heat - Consumption by textile and leather,2009,Terajoules,101,
Kazakhstan,Heat - Consumption by textile and leather,2008,Terajoules,670,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2019,Terajoules,17000,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2018,Terajoules,18200,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2017,Terajoules,18626,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2016,Terajoules,17923,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2015,Terajoules,6523,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2014,Terajoules,6302,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2013,Terajoules,6321,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2012,Terajoules,6760,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2011,Terajoules,9483,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2010,Terajoules,27095,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2009,Terajoules,7600,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2007,Terajoules,175045,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2006,Terajoules,170813,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2005,Terajoules,162636,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2004,Terajoules,156114,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2003,Terajoules,151807,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2002,Terajoules,141373,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2001,Terajoules,120184,
Kazakhstan,Heat - Consumption not elsewhere specified (industry),2000,Terajoules,114722,
Kazakhstan,Heat - Consumption by other,2019,Terajoules,142360,
Kazakhstan,Heat - Consumption by other,2018,Terajoules,183364,
Kazakhstan,Heat - Consumption by other,2017,Terajoules,129163,
Kazakhstan,Heat - Consumption by other,2016,Terajoules,171358,
Kazakhstan,Heat - Consumption by other,2015,Terajoules,188497,
Kazakhstan,Heat - Consumption by other,2014,Terajoules,202353,
Kazakhstan,Heat - Consumption by other,2013,Terajoules,168659,
Kazakhstan,Heat - Consumption by other,2012,Terajoules,180222,
Kazakhstan,Heat - Consumption by other,2011,Terajoules,181304,
Kazakhstan,Heat - Consumption by other,2010,Terajoules,143525,
Kazakhstan,Heat - Consumption by other,2009,Terajoules,145482,
Kazakhstan,Heat - Consumption by other,2008,Terajoules,211148,
Kazakhstan,Heat - Consumption by other,2007,Terajoules,159085,
Kazakhstan,Heat - Consumption by other,2006,Terajoules,178499,
Kazakhstan,Heat - Consumption by other,2005,Terajoules,169954,
Kazakhstan,Heat - Consumption by other,2004,Terajoules,163138,
Kazakhstan,Heat - Consumption by other,2003,Terajoules,158636,
Kazakhstan,Heat - Consumption by other,2002,Terajoules,147736,
Kazakhstan,Heat - Consumption by other,2001,Terajoules,125588,
Kazakhstan,Heat - Consumption by other,2000,Terajoules,119883,
Kazakhstan,Heat - Consumption by other,1999,Terajoules,265112,
Kazakhstan,Heat - Consumption by other,1998,Terajoules,280068,
Kazakhstan,Heat - Consumption by other,1997,Terajoules,264409,
Kazakhstan,Heat - Consumption by other,1996,Terajoules,320613,
Kazakhstan,Heat - Consumption by other,1995,Terajoules,346989,
Kazakhstan,Heat - Consumption by other,1994,Terajoules,408833,
Kazakhstan,Heat - Consumption by other,1993,Terajoules,504000,
Kazakhstan,Heat - Consumption by other,1992,Terajoules,523000,
Kazakhstan,Heat - Consumption by households,2019,Terajoules,46712,
Kazakhstan,Heat - Consumption by households,2018,Terajoules,30500,
Kazakhstan,Heat - Consumption by households,2017,Terajoules,32935,
Kazakhstan,Heat - Consumption by households,2016,Terajoules,44602,
Kazakhstan,Heat - Consumption by households,2015,Terajoules,86233,
Kazakhstan,Heat - Consumption by households,2014,Terajoules,88468,
Kazakhstan,Heat - Consumption by households,2013,Terajoules,98913,
Kazakhstan,Heat - Consumption by households,2012,Terajoules,105719,
Kazakhstan,Heat - Consumption by households,2011,Terajoules,91180,
Kazakhstan,Heat - Consumption by households,2010,Terajoules,97768,
Kazakhstan,Heat - Consumption by households,2009,Terajoules,96250,
Kazakhstan,Heat - Consumption by households,2008,Terajoules,91808,
Kazakhstan,Heat - Consumption by households,2007,Terajoules,94655,
Kazakhstan,Heat - Consumption by households,2006,Terajoules,84883,
Kazakhstan,Heat - Consumption by households,2005,Terajoules,80820,
Kazakhstan,Heat - Consumption by households,2004,Terajoules,77578,
Kazakhstan,Heat - Consumption by households,2003,Terajoules,75438,
Kazakhstan,Heat - Consumption by households,2002,Terajoules,70255,
Kazakhstan,Heat - Consumption by households,2001,Terajoules,59722,
Kazakhstan,Heat - Consumption by households,2000,Terajoules,57009,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2019,Terajoules,6138,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2017,Terajoules,3762,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2016,Terajoules,3605,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2015,Terajoules,3442,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2014,Terajoules,4351,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2013,Terajoules,3740,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2012,Terajoules,7523,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2011,Terajoules,8528,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2010,Terajoules,8938,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2009,Terajoules,11641,
Kazakhstan,"Heat - Consumption by agriculture, forestry and fishing",2008,Terajoules,14554,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2018,Terajoules,63000,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2017,Terajoules,4377,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2016,Terajoules,50292,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2015,Terajoules,39995,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2014,Terajoules,60914,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2013,Terajoules,25276,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2012,Terajoules,30890,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2011,Terajoules,42801,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2010,Terajoules,0,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2009,Terajoules,0,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2008,Terajoules,43000,1
Kazakhstan,Heat - Consumption not elsewhere specified (other),2007,Terajoules,64430,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2006,Terajoules,93616,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2005,Terajoules,89134,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2004,Terajoules,85560,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2003,Terajoules,83198,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2002,Terajoules,77481,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2001,Terajoules,65866,
Kazakhstan,Heat - Consumption not elsewhere specified (other),2000,Terajoules,62874,
Kazakhstan,Heat - Consumption not elsewhere specified (other),1999,Terajoules,265112,
Kazakhstan,Heat - Consumption not elsewhere specified (other),1998,Terajoules,280068,
Kazakhstan,Heat - Consumption not elsewhere specified (other),1997,Terajoules,264409,
Kazakhstan,Heat - Consumption not elsewhere specified (other),1996,Terajoules,320613,
Kazakhstan,Heat - Consumption not elsewhere specified (other),1995,Terajoules,346989,
Kazakhstan,Heat - Consumption not elsewhere specified (other),1994,Terajoules,408833,
Kazakhstan,Heat - Consumption not elsewhere specified (other),1993,Terajoules,504000,
Kazakhstan,Heat - Consumption not elsewhere specified (other),1992,Terajoules,523000,
Kazakhstan,Heat - Consumption by commerce and public services,2019,Terajoules,89510,
Kazakhstan,Heat - Consumption by commerce and public services,2018,Terajoules,89864,
Kazakhstan,Heat - Consumption by commerce and public services,2017,Terajoules,88089,
Kazakhstan,Heat - Consumption by commerce and public services,2016,Terajoules,72859,
Kazakhstan,Heat - Consumption by commerce and public services,2015,Terajoules,58827,
Kazakhstan,Heat - Consumption by commerce and public services,2014,Terajoules,48620,
Kazakhstan,Heat - Consumption by commerce and public services,2013,Terajoules,40730,
Kazakhstan,Heat - Consumption by commerce and public services,2012,Terajoules,36090,
Kazakhstan,Heat - Consumption by commerce and public services,2011,Terajoules,38795,
Kazakhstan,Heat - Consumption by commerce and public services,2010,Terajoules,36819,
Kazakhstan,Heat - Consumption by commerce and public services,2009,Terajoules,37591,
Kazakhstan,Heat - Consumption by commerce and public services,2008,Terajoules,61786,
Kazakhstan,Heat production - Main activity total,2019,Terajoules,347364,
Kazakhstan,Heat production - Main activity total,2018,Terajoules,389432,
Kazakhstan,Heat production - Main activity total,2017,Terajoules,371187,
Kazakhstan,Heat production - Main activity total,2016,Terajoules,361022,
Kazakhstan,Heat production - Main activity total,2015,Terajoules,408147,
Kazakhstan,Heat production - Main activity total,2014,Terajoules,398902,
Kazakhstan,Heat production - Main activity total,2013,Terajoules,396689,
Kazakhstan,Heat production - Main activity total,2012,Terajoules,418081,
Kazakhstan,Heat production - Main activity total,2011,Terajoules,405407,
Kazakhstan,Heat production - Main activity total,2010,Terajoules,402385,
Kazakhstan,Heat production - Main activity total,2009,Terajoules,390984,
Kazakhstan,Heat production - Main activity total,2008,Terajoules,396304,
Kazakhstan,Heat production - Main activity total,2007,Terajoules,391102,
Kazakhstan,Heat production - Main activity total,2006,Terajoules,395386,
Kazakhstan,Heat production - Main activity total,2005,Terajoules,382264,
Kazakhstan,Heat production - Main activity total,2004,Terajoules,366675,
Kazakhstan,Heat production - Main activity total,2003,Terajoules,358086,
Kazakhstan,Heat production - Main activity total,2002,Terajoules,332198,
Kazakhstan,Heat production - Main activity total,2001,Terajoules,289087,
Kazakhstan,Heat production - Main activity total,2000,Terajoules,283942,
Kazakhstan,Heat production - Main activity total,1999,Terajoules,265112,
Kazakhstan,Heat production - Main activity total,1998,Terajoules,280068,
Kazakhstan,Heat production - Main activity total,1997,Terajoules,264409,
Kazakhstan,Heat production - Main activity total,1996,Terajoules,320613,
Kazakhstan,Heat production - Main activity total,1995,Terajoules,346989,
Kazakhstan,Heat production - Main activity total,1994,Terajoules,408833,
Kazakhstan,Heat production - Main activity total,1993,Terajoules,504000,
Kazakhstan,Heat production - Main activity total,1992,Terajoules,523000,
Kazakhstan,Heat - Gross demand,2019,Terajoules,329930.048,
Kazakhstan,Heat - Gross demand,2018,Terajoules,351546.2,
Kazakhstan,Heat - Gross demand,2017,Terajoules,334842,
Kazakhstan,Heat - Gross demand,2016,Terajoules,315708,
Kazakhstan,Heat - Gross demand,2015,Terajoules,310487,
Kazakhstan,Heat - Gross demand,2014,Terajoules,348664,
Kazakhstan,Heat - Gross demand,2013,Terajoules,318796,
Kazakhstan,Heat - Gross demand,2012,Terajoules,348991,
Kazakhstan,Heat - Gross demand,2011,Terajoules,351596,
Kazakhstan,Heat - Gross demand,2010,Terajoules,337618,
Kazakhstan,Heat - Gross demand,2009,Terajoules,316475,
Kazakhstan,Heat - Gross demand,2008,Terajoules,329870,
Kazakhstan,Heat - Gross demand,2007,Terajoules,391102,
Kazakhstan,Heat - Gross demand,2006,Terajoules,395386,
Kazakhstan,Heat - Gross demand,2005,Terajoules,382264,
Kazakhstan,Heat - Gross demand,2004,Terajoules,366675,
Kazakhstan,Heat - Gross demand,2003,Terajoules,358086,
Kazakhstan,Heat - Gross demand,2002,Terajoules,332198,
Kazakhstan,Heat - Gross demand,2001,Terajoules,289087,
Kazakhstan,Heat - Gross demand,2000,Terajoules,283942,
Kazakhstan,Heat - Gross demand,1999,Terajoules,265112,
Kazakhstan,Heat - Gross demand,1998,Terajoules,280068,
Kazakhstan,Heat - Gross demand,1997,Terajoules,264409,
Kazakhstan,Heat - Gross demand,1996,Terajoules,320613,
Kazakhstan,Heat - Gross demand,1995,Terajoules,346989,
Kazakhstan,Heat - Gross demand,1994,Terajoules,408833,
Kazakhstan,Heat - Gross demand,1993,Terajoules,504000,
Kazakhstan,Heat - Gross demand,1992,Terajoules,523000,
"Korea, Republic of",Heat - Gross production,2019,Terajoules,238737.069,
"Korea, Republic of",Heat - Gross production,2018,Terajoules,252666.901,
"Korea, Republic of",Heat - Gross production,2017,Terajoules,239902.361,
"Korea, Republic of",Heat - Gross production,2016,Terajoules,221783,
"Korea, Republic of",Heat - Gross production,2015,Terajoules,204958,
"Korea, Republic of",Heat - Gross production,2014,Terajoules,207546,
"Korea, Republic of",Heat - Gross production,2013,Terajoules,200831,
"Korea, Republic of",Heat - Gross production,2012,Terajoules,219507,
"Korea, Republic of",Heat - Gross production,2011,Terajoules,203494,
"Korea, Republic of",Heat - Gross production,2010,Terajoules,191755,
"Korea, Republic of",Heat - Gross production,2009,Terajoules,190567,
"Korea, Republic of",Heat - Gross production,2008,Terajoules,201649,
"Korea, Republic of",Heat - Gross production,2007,Terajoules,198638,
"Korea, Republic of",Heat - Gross production,2006,Terajoules,188954,
"Korea, Republic of",Heat - Gross production,2005,Terajoules,192499,
"Korea, Republic of",Heat - Gross production,2004,Terajoules,185309,
"Korea, Republic of",Heat - Gross production,2003,Terajoules,141211,
"Korea, Republic of",Heat - Gross production,2002,Terajoules,144506,
"Korea, Republic of",Heat - Gross production,2001,Terajoules,138596,
"Korea, Republic of",Heat - Gross production,2000,Terajoules,140095,
"Korea, Republic of",Heat - Gross production,1999,Terajoules,46519,
"Korea, Republic of",Heat - Gross production,1998,Terajoules,34662,
"Korea, Republic of",Heat - Gross production,1997,Terajoules,38625,
"Korea, Republic of",Heat - Gross production,1996,Terajoules,38238,
"Korea, Republic of",Heat - Gross production,1995,Terajoules,34944,
"Korea, Republic of",Heat - Gross production,1994,Terajoules,21245,
"Korea, Republic of",Heat - Gross production,1993,Terajoules,10,
"Korea, Republic of",From combustible fuels – Main activity,2019,Terajoules,91309.24,
"Korea, Republic of",From combustible fuels – Main activity,2018,Terajoules,97459.334,
"Korea, Republic of",From combustible fuels – Main activity,2017,Terajoules,83910.195,
"Korea, Republic of",From combustible fuels – Main activity,2016,Terajoules,66876,
"Korea, Republic of",From combustible fuels – Main activity,2015,Terajoules,66754,
"Korea, Republic of",From combustible fuels – Main activity,2014,Terajoules,66306,
"Korea, Republic of",From combustible fuels – Main activity,2013,Terajoules,73292,
"Korea, Republic of",From combustible fuels – Main activity,2012,Terajoules,77200,
"Korea, Republic of",From combustible fuels – Main activity,2011,Terajoules,71471,
"Korea, Republic of",From combustible fuels – Main activity,2010,Terajoules,69404,
"Korea, Republic of",From combustible fuels – Main activity,2009,Terajoules,62413,
"Korea, Republic of",From combustible fuels – Main activity,2008,Terajoules,60606,
"Korea, Republic of",From combustible fuels – Main activity,2007,Terajoules,61168,
"Korea, Republic of",From combustible fuels – Main activity,2006,Terajoules,58874,
"Korea, Republic of",From combustible fuels – Main activity,2005,Terajoules,64280,
"Korea, Republic of",From combustible fuels – Main activity,2004,Terajoules,57727,
"Korea, Republic of",From combustible fuels – Main activity,2003,Terajoules,54080,
"Korea, Republic of",From combustible fuels – Main activity,2002,Terajoules,49256,
"Korea, Republic of",From combustible fuels – Main activity,2001,Terajoules,49139,
"Korea, Republic of",From combustible fuels – Main activity,2000,Terajoules,47562,
"Korea, Republic of",From combustible fuels – Main activity,1999,Terajoules,43769,
"Korea, Republic of",From combustible fuels – Main activity,1998,Terajoules,32637,
"Korea, Republic of",From combustible fuels – Main activity,1997,Terajoules,37599,
"Korea, Republic of",From combustible fuels – Main activity,1996,Terajoules,37465,
"Korea, Republic of",From combustible fuels – Main activity,1995,Terajoules,34425,
"Korea, Republic of",From combustible fuels – Main activity,1994,Terajoules,20946,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2019,Terajoules,87399.657,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2018,Terajoules,93416.219,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2017,Terajoules,80820.952,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2016,Terajoules,63240,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2015,Terajoules,61731,
