Country,Activity,Year,Unit,Quantity
Albania,Fuel,2020,Terajoules,230.27
Albania,Fuel,2019,Terajoules,150.67
Albania,Fuel,2018,Terajoules,121.69
Albania,Fuel,2017,Terajoules,113
Albania,Fuel,2016,Terajoules,113
Albania,Fuel,2015,Terajoules,225
Albania,Fuel,2014,Terajoules,213.52
Albania,Fuel,2013,Terajoules,198.74
Albania,Fuel,2012,Terajoules,196.78
Albania,Fuel,2011,Terajoules,242.83
Albania,Fuel,2010,Terajoules,234.46
Albania,Fuel,2009,Terajoules,234.46
Albania,Fuel,2008,Terajoules,230.27
Albania,Fuel,2007,Terajoules,217.71
Albania,Fuel,2006,Terajoules,126
Albania,Fuel,2005,Terajoules,126
Albania,Fuel,2004,Terajoules,126
Albania,Fuel,2003,Terajoules,126
Albania,Fuel,2002,Terajoules,126
Albania,Fuel,2001,Terajoules,109
Albania,Fuel,2000,Terajoules,84
Albania,Fuel,1999,Terajoules,132
Albania,Fuel,1998,Terajoules,106
Albania,Fuel,1997,Terajoules,214
Albania,Fuel,1996,Terajoules,298
Albania,Fuel,1995,Terajoules,456
Albania,Fuel,1994,Terajoules,2306
Albania,Fuel,1993,Terajoules,1666
Albania,Fuel,1992,Terajoules,846
Albania,Fuel,1991,Terajoules,1529
Albania,Fuel,1990,Terajoules,353
Albania,Energy,2020,Terajoules,68.6
Albania,Energy,2019,Terajoules,60
Albania,Energy,2018,Terajoules,50
Albania,Energy,2017,Terajoules,40
Albania,Energy,2016,Terajoules,40
Albania,Energy,2015,Terajoules,57.4
Albania,Energy,2014,Terajoules,54.43
Albania,Energy,2013,Terajoules,54.43
Albania,Energy,2012,Terajoules,54.43
Albania,Energy,2011,Terajoules,138.16
Albania,Energy,2010,Terajoules,138.16
Albania,Energy,2009,Terajoules,138.16
Albania,Energy,2008,Terajoules,138.16
Albania,Own Use,2020,Terajoules,68.6
Albania,Own Use,2019,Terajoules,60
Albania,Own Use,2018,Terajoules,50
Albania,Own Use,2017,Terajoules,40
Albania,Own Use,2016,Terajoules,40
Albania,Own Use,2015,Terajoules,57.4
Albania,Own Use,2014,Terajoules,54.43
Albania,Own Use,2013,Terajoules,54.43
Albania,Own Use,2012,Terajoules,54.43
Albania,Own Use,2011,Terajoules,138.16
Albania,Own Use,2010,Terajoules,138.16
Albania,Own Use,2009,Terajoules,138.16
Albania,Own Use,2008,Terajoules,138.16
Albania,Own Use,2020,Terajoules,0
Albania,Own Use,2019,Terajoules,0
Albania,Own Use,2018,Terajoules,0
Albania,Own Use,2017,Terajoules,0
Albania,Own Use,2016,Terajoules,0
Albania,Own Use,2015,Terajoules,0
Albania,Own Use,2014,Terajoules,0
Albania,Own Use,2013,Terajoules,0
Albania,Own Use,2012,Terajoules,0
Albania,Own Use,2011,Terajoules,0
Albania,Own Use,2010,Terajoules,0
Albania,Own Use,2009,Terajoules,0
Albania,Own Use,2008,Terajoules,0
Albania,Own Use,2007,Terajoules,0
Albania,Own Use,2006,Terajoules,0
Albania,Own Use,2005,Terajoules,0
Albania,Own Use,2004,Terajoules,0
Albania,Own Use,2003,Terajoules,0
Albania,Own Use,2002,Terajoules,0
Albania,Own Use,2001,Terajoules,0
Albania,Own Use,2000,Terajoules,0
Albania,Own Use,1999,Terajoules,0
Albania,Own Use,1998,Terajoules,0
Albania,Own Use,1997,Terajoules,0
Albania,Own Use,1996,Terajoules,0
Albania,Own Use,1995,Terajoules,0
Albania,Own Use,1994,Terajoules,0
Albania,Own Use,1993,Terajoules,0
Albania,Own Use,1992,Terajoules,0
Albania,Own Use,1991,Terajoules,0
Albania,Own Use,1990,Terajoules,0
Albania,Energy,2020,Terajoules,161.67
Albania,Energy,2019,Terajoules,90.67
Albania,Energy,2018,Terajoules,71.69
Albania,Energy,2017,Terajoules,73
Albania,Energy,2016,Terajoules,73
Albania,Energy,2015,Terajoules,167.6
Albania,Energy,2014,Terajoules,159.1
Albania,Energy,2013,Terajoules,144.32
Albania,Energy,2012,Terajoules,142.35
Albania,Energy,2011,Terajoules,104.67
Albania,Energy,2010,Terajoules,96.29
Albania,Energy,2009,Terajoules,96.29
Albania,Energy,2008,Terajoules,92.11
Albania,Energy,2007,Terajoules,217.71
Albania,Energy,2006,Terajoules,106
Albania,Energy,2005,Terajoules,106
Albania,Energy,2004,Terajoules,106
Albania,Energy,2003,Terajoules,106
Albania,Energy,2002,Terajoules,106
Albania,Energy,2001,Terajoules,90
Albania,Energy,2000,Terajoules,70
Albania,Energy,1999,Terajoules,111
Albania,Energy,1998,Terajoules,106
Albania,Energy,1997,Terajoules,214
Albania,Energy,1996,Terajoules,298
Albania,Energy,1995,Terajoules,456
Albania,Energy,1994,Terajoules,2306
Albania,Energy,1993,Terajoules,1666
Albania,Energy,1992,Terajoules,846
Albania,Energy,1991,Terajoules,1529
Albania,Energy,1990,Terajoules,353
Albania,Consumption,2020,Terajoules,161.67
Albania,Consumption,2019,Terajoules,90.67
Albania,Consumption,2018,Terajoules,71.69
Albania,Consumption,2017,Terajoules,73
Albania,Consumption,2016,Terajoules,73
Albania,Consumption,2015,Terajoules,167.6
Albania,Consumption,2014,Terajoules,159.1
Albania,Consumption,2013,Terajoules,144.32
Albania,Consumption,2012,Terajoules,142.35
Albania,Consumption,2011,Terajoules,104.67
Albania,Consumption,2010,Terajoules,96.29
Albania,Consumption,2009,Terajoules,96.29
Albania,Consumption,2008,Terajoules,92.11
Albania,Consumption,2007,Terajoules,0
Albania,Consumption,2007,Terajoules,0
Albania,Consumption,2020,Terajoules,161.67
Albania,Consumption,2019,Terajoules,90.67
Albania,Consumption,2018,Terajoules,71.69
Albania,Consumption,2017,Terajoules,73
Albania,Consumption,2016,Terajoules,73
Albania,Consumption,2015,Terajoules,167.6
Albania,Consumption,2014,Terajoules,159.1
Albania,Consumption,2013,Terajoules,144.32
Albania,Consumption,2012,Terajoules,142.35
Albania,Consumption,2011,Terajoules,104.67
Albania,Consumption,2010,Terajoules,96.29
Albania,Consumption,2009,Terajoules,96.29
Albania,Consumption,2008,Terajoules,92.11
Albania,Consumption,2020,Terajoules,161.67
Albania,Consumption,2019,Terajoules,90.67
Albania,Consumption,2018,Terajoules,71.69
Albania,Consumption,2017,Terajoules,73
Albania,Consumption,2016,Terajoules,73
Albania,Consumption,2015,Terajoules,167.6
Albania,Consumption,2014,Terajoules,159.1
Albania,Consumption,2013,Terajoules,144.32
Albania,Consumption,2012,Terajoules,142.35
Albania,Consumption,2011,Terajoules,104.67
Albania,Consumption,2010,Terajoules,96.29
Albania,Consumption,2009,Terajoules,96.29
Albania,Consumption,2008,Terajoules,92.11
Albania,Consumption,2007,Terajoules,217.71
Albania,Consumption,2006,Terajoules,106
Albania,Consumption,2005,Terajoules,106
Albania,Consumption,2004,Terajoules,106
Albania,Consumption,2003,Terajoules,106
Albania,Consumption,2002,Terajoules,106
Albania,Consumption,2001,Terajoules,90
Albania,Consumption,2000,Terajoules,70
Albania,Consumption,1999,Terajoules,111
Albania,Consumption,1998,Terajoules,106
Albania,Consumption,1997,Terajoules,214
Albania,Consumption,1996,Terajoules,298
Albania,Consumption,1995,Terajoules,456
Albania,Consumption,1994,Terajoules,2306
Albania,Consumption,1993,Terajoules,1666
Albania,Consumption,1992,Terajoules,846
Albania,Consumption,1991,Terajoules,1529
Albania,Consumption,1990,Terajoules,353
Albania,Consumption,2007,Terajoules,217.71
Albania,Consumption,2006,Terajoules,106
Albania,Consumption,2005,Terajoules,106
Albania,Consumption,2004,Terajoules,106
Albania,Consumption,2003,Terajoules,106
Albania,Consumption,2002,Terajoules,106
Albania,Consumption,2001,Terajoules,90
Albania,Consumption,2000,Terajoules,70
Albania,Consumption,1999,Terajoules,111
Albania,Consumption,1998,Terajoules,106
Albania,Consumption,1997,Terajoules,214
Albania,Consumption,1996,Terajoules,298
Albania,Consumption,1995,Terajoules,456
Albania,Consumption,1994,Terajoules,2306
Albania,Consumption,1993,Terajoules,1666
Albania,Consumption,1992,Terajoules,846
Albania,Consumption,1991,Terajoules,1529
Albania,Consumption,1990,Terajoules,353
Armenia,Fuel,2019,Terajoules,27.371
Armenia,Fuel,2018,Terajoules,24
Armenia,Fuel,2017,Terajoules,30.6
Armenia,Fuel,2016,Terajoules,34
Armenia,Fuel,2015,Terajoules,28
Armenia,Fuel,2014,Terajoules,65
Armenia,Fuel,2013,Terajoules,76
Armenia,Fuel,2012,Terajoules,55
Armenia,Fuel,2011,Terajoules,123
Armenia,Fuel,2010,Terajoules,323
Armenia,Fuel,2009,Terajoules,708
Armenia,Fuel,2008,Terajoules,1273
Armenia,Fuel,2007,Terajoules,1572
Armenia,Fuel,2006,Terajoules,1759
Armenia,Fuel,2005,Terajoules,1605
Armenia,Fuel,2004,Terajoules,1039
Armenia,Fuel,2003,Terajoules,1220
Armenia,Fuel,2002,Terajoules,1300
Armenia,Fuel,2001,Terajoules,1768
Armenia,Fuel,2000,Terajoules,2860
Armenia,Fuel,1999,Terajoules,2367
Armenia,Fuel,1998,Terajoules,2147
Armenia,Fuel,1997,Terajoules,2424
Armenia,Fuel,1996,Terajoules,2230
Armenia,Fuel,1995,Terajoules,3285
Armenia,Fuel,1994,Terajoules,2883
Armenia,Fuel,1993,Terajoules,3926
Armenia,Fuel,2018,Terajoules,0
Armenia,Fuel,2017,Terajoules,0
Armenia,Fuel,2016,Terajoules,0
Armenia,Fuel,2015,Terajoules,0
Armenia,Fuel,2014,Terajoules,0
Armenia,Fuel,2013,Terajoules,0
Armenia,Fuel,2012,Terajoules,0
Armenia,Fuel,2011,Terajoules,0
Armenia,Fuel,2010,Terajoules,0
Armenia,Fuel,2009,Terajoules,0
Armenia,Fuel,2008,Terajoules,0
Armenia,Fuel,2007,Terajoules,295
Armenia,Fuel,2006,Terajoules,247
Armenia,Fuel,2005,Terajoules,233
Armenia,Fuel,2004,Terajoules,188
Armenia,Fuel,2003,Terajoules,221
Armenia,Fuel,2002,Terajoules,253
Armenia,Fuel,2001,Terajoules,234
Armenia,Fuel,2000,Terajoules,287
Armenia,Fuel,1999,Terajoules,269
Armenia,Fuel,1998,Terajoules,331
Armenia,Fuel,1997,Terajoules,352
Armenia,Fuel,1996,Terajoules,1532
Armenia,Own Use,2019,Terajoules,0.99
Armenia,Own Use,2018,Terajoules,2
Armenia,Own Use,2017,Terajoules,2
Armenia,Own Use,2016,Terajoules,2
Armenia,Own Use,2015,Terajoules,2
Armenia,Own Use,2014,Terajoules,6
Armenia,Own Use,2013,Terajoules,8
Armenia,Own Use,2012,Terajoules,5
Armenia,Own Use,2011,Terajoules,12
Armenia,Own Use,2010,Terajoules,32
Armenia,Own Use,2009,Terajoules,71
Armenia,Own Use,2008,Terajoules,127
Armenia,Own Use,2007,Terajoules,187
Armenia,Own Use,2006,Terajoules,526
Armenia,Own Use,2005,Terajoules,118
Armenia,Own Use,2004,Terajoules,209
Armenia,Own Use,2003,Terajoules,373
Armenia,Own Use,2002,Terajoules,332
Armenia,Own Use,2001,Terajoules,397
Armenia,Own Use,2000,Terajoules,518
Armenia,Own Use,1999,Terajoules,373
Armenia,Own Use,1998,Terajoules,532
Armenia,Own Use,1997,Terajoules,555
Armenia,Own Use,1996,Terajoules,753
Armenia,Own Use,1995,Terajoules,728
Armenia,Own Use,1994,Terajoules,641
Armenia,Own Use,1993,Terajoules,825
Armenia,Energy,2019,Terajoules,7.894
Armenia,Energy,2018,Terajoules,8
Armenia,Energy,2017,Terajoules,8.8
Armenia,Energy,2016,Terajoules,11
Armenia,Energy,2015,Terajoules,9
Armenia,Energy,2014,Terajoules,59
Armenia,Energy,2013,Terajoules,68
Armenia,Energy,2012,Terajoules,50
Armenia,Energy,2011,Terajoules,111
Armenia,Energy,2010,Terajoules,291
Armenia,Energy,2009,Terajoules,637
Armenia,Energy,2008,Terajoules,1146
Armenia,Energy,2007,Terajoules,1680
Armenia,Energy,2006,Terajoules,1480
Armenia,Energy,2005,Terajoules,1720
Armenia,Energy,2004,Terajoules,1018
Armenia,Energy,2003,Terajoules,1068
Armenia,Energy,2002,Terajoules,1221
Armenia,Energy,2001,Terajoules,1605
Armenia,Energy,2000,Terajoules,2629
Armenia,Energy,1999,Terajoules,2263
Armenia,Energy,1998,Terajoules,1946
Armenia,Energy,1997,Terajoules,2221
Armenia,Energy,1996,Terajoules,3010
Armenia,Energy,1995,Terajoules,2557
Armenia,Energy,1994,Terajoules,2242
Armenia,Energy,1993,Terajoules,3101
Armenia,Consumption,2017,Terajoules,0
Armenia,Consumption,2016,Terajoules,0
Armenia,Consumption,2015,Terajoules,0
Armenia,Consumption,2014,Terajoules,33
Armenia,Consumption,2013,Terajoules,38
Armenia,Consumption,2012,Terajoules,28
Armenia,Consumption,2011,Terajoules,58
Armenia,Consumption,2010,Terajoules,158
Armenia,Consumption,2009,Terajoules,344
Armenia,Consumption,2008,Terajoules,619
Armenia,Consumption,2007,Terajoules,913
Armenia,Consumption,2006,Terajoules,804
Armenia,Consumption,2005,Terajoules,934
Armenia,Consumption,2004,Terajoules,553
Armenia,Consumption,2003,Terajoules,580
Armenia,Consumption,2002,Terajoules,663
Armenia,Consumption,2001,Terajoules,872
Armenia,Consumption,2000,Terajoules,1428
Armenia,Consumption,1999,Terajoules,1229
Armenia,Consumption,1998,Terajoules,1057
Armenia,Consumption,1997,Terajoules,1207
Armenia,Consumption,1996,Terajoules,1254
Armenia,Consumption,1995,Terajoules,1583
Armenia,Consumption,1994,Terajoules,1513
Armenia,Consumption,1993,Terajoules,1651
Armenia,Consumption,2017,Terajoules,0
Armenia,Consumption,2016,Terajoules,0
Armenia,Consumption,2015,Terajoules,0
Armenia,Consumption,2014,Terajoules,33
Armenia,Consumption,2013,Terajoules,38
Armenia,Consumption,2012,Terajoules,28
Armenia,Consumption,2011,Terajoules,58
Armenia,Consumption,2010,Terajoules,158
Armenia,Consumption,2009,Terajoules,344
Armenia,Consumption,2008,Terajoules,619
Armenia,Consumption,2007,Terajoules,913
Armenia,Consumption,2006,Terajoules,804
Armenia,Consumption,2005,Terajoules,934
Armenia,Consumption,2004,Terajoules,553
Armenia,Consumption,2003,Terajoules,580
Armenia,Consumption,2002,Terajoules,663
Armenia,Consumption,2001,Terajoules,872
Armenia,Consumption,2000,Terajoules,1428
Armenia,Consumption,1999,Terajoules,1229
Armenia,Consumption,1998,Terajoules,1057
Armenia,Consumption,1997,Terajoules,1207
Armenia,Consumption,1996,Terajoules,1254
Armenia,Consumption,1995,Terajoules,1583
Armenia,Consumption,1994,Terajoules,1513
Armenia,Consumption,1993,Terajoules,1651
Armenia,Consumption,2014,Terajoules,33
Armenia,Consumption,2013,Terajoules,38
Armenia,Consumption,2012,Terajoules,28
Armenia,Consumption,2011,Terajoules,58
Armenia,Consumption,2010,Terajoules,158
Armenia,Consumption,2009,Terajoules,344
Armenia,Consumption,2008,Terajoules,619
Armenia,Consumption,2007,Terajoules,913
Armenia,Consumption,2006,Terajoules,804
Armenia,Consumption,2005,Terajoules,934
Armenia,Consumption,2004,Terajoules,553
Armenia,Consumption,2003,Terajoules,580
Armenia,Consumption,2002,Terajoules,663
Armenia,Consumption,2001,Terajoules,872
Armenia,Consumption,2000,Terajoules,1428
Armenia,Consumption,1999,Terajoules,1229
Armenia,Consumption,1998,Terajoules,1057
Armenia,Consumption,1997,Terajoules,1207
Armenia,Consumption,1996,Terajoules,1254
Armenia,Consumption,1995,Terajoules,1583
Armenia,Consumption,1994,Terajoules,1513
Armenia,Consumption,1993,Terajoules,1651
Armenia,Consumption,2019,Terajoules,7.894
Armenia,Consumption,2018,Terajoules,8
Armenia,Consumption,2017,Terajoules,8.8
Armenia,Consumption,2016,Terajoules,11
Armenia,Consumption,2015,Terajoules,9
Armenia,Consumption,2014,Terajoules,26
Armenia,Consumption,2013,Terajoules,30
Armenia,Consumption,2012,Terajoules,22
Armenia,Consumption,2011,Terajoules,53
Armenia,Consumption,2010,Terajoules,133
Armenia,Consumption,2009,Terajoules,293
Armenia,Consumption,2008,Terajoules,527
Armenia,Consumption,2007,Terajoules,767
Armenia,Consumption,2006,Terajoules,676
Armenia,Consumption,2005,Terajoules,786
Armenia,Consumption,2004,Terajoules,465
Armenia,Consumption,2003,Terajoules,488
Armenia,Consumption,2002,Terajoules,558
Armenia,Consumption,2001,Terajoules,733
Armenia,Consumption,2000,Terajoules,1201
Armenia,Consumption,1999,Terajoules,1034
Armenia,Consumption,1998,Terajoules,889
Armenia,Consumption,1997,Terajoules,1014
Armenia,Consumption,1996,Terajoules,1756
Armenia,Consumption,1995,Terajoules,974
Armenia,Consumption,1994,Terajoules,729
Armenia,Consumption,1993,Terajoules,1450
Armenia,Consumption,2019,Terajoules,7.894
Armenia,Consumption,2018,Terajoules,8
Armenia,Consumption,2017,Terajoules,8.8
Armenia,Consumption,2016,Terajoules,11
Armenia,Consumption,2015,Terajoules,9
Armenia,Consumption,2014,Terajoules,26
Armenia,Consumption,2013,Terajoules,30
Armenia,Consumption,2012,Terajoules,22
Armenia,Consumption,2011,Terajoules,53
Armenia,Consumption,2010,Terajoules,133
Armenia,Consumption,2009,Terajoules,293
Armenia,Consumption,2008,Terajoules,527
Armenia,Consumption,2007,Terajoules,767
Armenia,Consumption,2006,Terajoules,676
Armenia,Consumption,2005,Terajoules,786
Armenia,Consumption,2004,Terajoules,465
Armenia,Consumption,2003,Terajoules,488
Armenia,Consumption,2002,Terajoules,558
Armenia,Consumption,2001,Terajoules,733
Armenia,Consumption,2000,Terajoules,1201
Armenia,Consumption,1999,Terajoules,1034
Armenia,Consumption,1998,Terajoules,889
Armenia,Consumption,1997,Terajoules,1014
Armenia,Consumption,1996,Terajoules,1756
Armenia,Consumption,1995,Terajoules,974
Armenia,Consumption,1994,Terajoules,725
Armenia,Consumption,1993,Terajoules,1223
Armenia,Consumption,1994,Terajoules,4
Armenia,Consumption,1993,Terajoules,227
Australia,Fuel,1991,Terajoules,1972
Australia,Fuel,1990,Terajoules,2269
Australia,Energy,1991,Terajoules,1972
Australia,Energy,1990,Terajoules,2269
Australia,Own Use,1991,Terajoules,0
Australia,Own Use,1990,Terajoules,0
Australia,Energy,1991,Terajoules,1972
Australia,Energy,1990,Terajoules,2269
Austria,Fuel,2019,Terajoules,42536.203
Austria,Fuel,2018,Terajoules,40233.533
Austria,Fuel,2017,Terajoules,40754.221
Austria,Fuel,2016,Terajoules,40414
Austria,Fuel,2015,Terajoules,38808
Austria,Fuel,2014,Terajoules,35443
Austria,Fuel,2013,Terajoules,40600
Austria,Fuel,2012,Terajoules,42068
Austria,Fuel,2011,Terajoules,42216
Austria,Fuel,2010,Terajoules,41297
Austria,Fuel,2009,Terajoules,38735
Austria,Fuel,2008,Terajoules,38529
Austria,Fuel,2007,Terajoules,34854
Austria,Fuel,2006,Terajoules,35542
Austria,Fuel,2005,Terajoules,35003
Austria,Fuel,2004,Terajoules,35488
Austria,Fuel,2003,Terajoules,31387
Austria,Fuel,2002,Terajoules,27719
Austria,Fuel,2001,Terajoules,27550
Austria,Fuel,2000,Terajoules,23874
Austria,Fuel,1999,Terajoules,28126
Austria,Fuel,1998,Terajoules,29480
Austria,Fuel,1997,Terajoules,26477
Austria,Fuel,1996,Terajoules,28166
Austria,Fuel,1995,Terajoules,18259
Austria,Fuel,1994,Terajoules,17640
Austria,Fuel,1993,Terajoules,15540
Austria,Fuel,1992,Terajoules,14974
Austria,Fuel,1991,Terajoules,16411
Austria,Fuel,1990,Terajoules,13248
Austria,Fuel,2019,Terajoules,31146.764
Austria,Fuel,2018,Terajoules,33219.391
Austria,Fuel,2017,Terajoules,35237.923
Austria,Fuel,2016,Terajoules,33121
Austria,Fuel,2015,Terajoules,32890
Austria,Fuel,2014,Terajoules,33711
Austria,Fuel,2013,Terajoules,34050
Austria,Fuel,2012,Terajoules,31388
Austria,Fuel,2011,Terajoules,27644
Austria,Fuel,2010,Terajoules,28585
Austria,Fuel,2009,Terajoules,24061
Austria,Fuel,2008,Terajoules,21780
Austria,Fuel,2007,Terajoules,18757
Austria,Fuel,2006,Terajoules,18692
Austria,Fuel,2005,Terajoules,19033
Austria,Fuel,2004,Terajoules,15932
Austria,Fuel,2003,Terajoules,17124
Austria,Fuel,2002,Terajoules,16986
Austria,Fuel,2001,Terajoules,16539
Austria,Fuel,2000,Terajoules,17919
Austria,Fuel,1999,Terajoules,13895
Austria,Fuel,1998,Terajoules,13863
Austria,Fuel,1997,Terajoules,14055
Austria,Fuel,1996,Terajoules,16272
Austria,Fuel,1995,Terajoules,16091
Austria,Fuel,1994,Terajoules,13044
Austria,Fuel,1993,Terajoules,14847
Austria,Fuel,1992,Terajoules,12627
Austria,Fuel,1991,Terajoules,12621
Austria,Fuel,1990,Terajoules,11171
Austria,Fuel,2019,Terajoules,9954.981
Austria,Fuel,2018,Terajoules,9242.444
Austria,Fuel,2017,Terajoules,11607.096
Austria,Fuel,2016,Terajoules,10376
Austria,Fuel,2015,Terajoules,9788
Austria,Fuel,2014,Terajoules,8349
Austria,Fuel,2013,Terajoules,9435
Austria,Fuel,2012,Terajoules,9195
Austria,Fuel,2011,Terajoules,7715
Austria,Fuel,2010,Terajoules,7390
Austria,Fuel,2009,Terajoules,5840
Austria,Fuel,2008,Terajoules,4916
Austria,Fuel,2007,Terajoules,5867
Austria,Fuel,2006,Terajoules,5146
Austria,Fuel,2005,Terajoules,4005
Austria,Fuel,2004,Terajoules,4027
Austria,Fuel,2003,Terajoules,3033
Austria,Fuel,2002,Terajoules,2878
Austria,Fuel,2001,Terajoules,3267
Austria,Fuel,2000,Terajoules,4934
Austria,Fuel,1999,Terajoules,4914
Austria,Fuel,1998,Terajoules,4090
Austria,Fuel,1997,Terajoules,4811
Austria,Fuel,1996,Terajoules,5290
Austria,Fuel,1995,Terajoules,4781
Austria,Fuel,1994,Terajoules,4415
Austria,Fuel,1993,Terajoules,5869
Austria,Fuel,1992,Terajoules,4903
Austria,Fuel,1991,Terajoules,4709
Austria,Fuel,1990,Terajoules,3981
Austria,Fuel,2019,Terajoules,299.14
Austria,Fuel,2018,Terajoules,594.756
Austria,Fuel,2017,Terajoules,287.219
Austria,Fuel,2016,Terajoules,617
Austria,Fuel,2015,Terajoules,510
Austria,Fuel,2014,Terajoules,599
Austria,Fuel,2013,Terajoules,473
Austria,Fuel,2012,Terajoules,338
Austria,Fuel,2011,Terajoules,283
Austria,Fuel,2010,Terajoules,349
Austria,Fuel,2009,Terajoules,802
Austria,Fuel,2008,Terajoules,827
Austria,Fuel,2007,Terajoules,551
Austria,Fuel,2006,Terajoules,389
Austria,Fuel,2005,Terajoules,572
Austria,Fuel,2004,Terajoules,352
Austria,Fuel,2003,Terajoules,600
Austria,Fuel,2002,Terajoules,123
Austria,Fuel,2001,Terajoules,327
Austria,Fuel,2000,Terajoules,511
Austria,Fuel,1999,Terajoules,687
Austria,Fuel,1998,Terajoules,75
Austria,Fuel,1997,Terajoules,72
Austria,Fuel,1996,Terajoules,42
Austria,Fuel,1995,Terajoules,37
Austria,Fuel,1994,Terajoules,36
Austria,Fuel,1993,Terajoules,42
Austria,Fuel,1992,Terajoules,49
Austria,Fuel,1991,Terajoules,43
Austria,Fuel,1990,Terajoules,39
Austria,Own Use,2020,Terajoules,-84836.378
Austria,Own Use,2019,Terajoules,1.46E-11
Austria,Own Use,2018,Terajoules,1.46E-11
Austria,Own Use,2017,Terajoules,0
Austria,Own Use,2016,Terajoules,2
Austria,Own Use,2015,Terajoules,0
Austria,Own Use,2014,Terajoules,0
Austria,Own Use,2013,Terajoules,0
Austria,Own Use,2012,Terajoules,0
Austria,Own Use,2011,Terajoules,2
Austria,Own Use,2010,Terajoules,0
Austria,Own Use,2009,Terajoules,3
Austria,Own Use,2008,Terajoules,0
Austria,Own Use,2007,Terajoules,0
Austria,Own Use,2006,Terajoules,2
Austria,Own Use,2005,Terajoules,0
Austria,Own Use,2004,Terajoules,0
Austria,Own Use,2003,Terajoules,0
Austria,Own Use,2002,Terajoules,0
Austria,Own Use,2001,Terajoules,0
Austria,Own Use,2000,Terajoules,0
Austria,Own Use,1999,Terajoules,0
Austria,Own Use,1998,Terajoules,0
Austria,Own Use,1997,Terajoules,0
Austria,Own Use,1996,Terajoules,0
Austria,Own Use,1995,Terajoules,0
Austria,Own Use,1994,Terajoules,0
Austria,Own Use,1993,Terajoules,0
Austria,Own Use,1992,Terajoules,0
Austria,Own Use,1991,Terajoules,0
Austria,Own Use,1990,Terajoules,0
Austria,Energy,2020,Terajoules,61844.045
Austria,Energy,2019,Terajoules,72236.79
Austria,Energy,2018,Terajoules,71515.169
Austria,Energy,2017,Terajoules,75423.404
Austria,Energy,2016,Terajoules,72516
Austria,Energy,2015,Terajoules,69515
Austria,Energy,2014,Terajoules,66899
Austria,Energy,2013,Terajoules,72313
Austria,Energy,2012,Terajoules,70811
Austria,Energy,2011,Terajoules,66010
Austria,Energy,2010,Terajoules,66100
Austria,Energy,2009,Terajoules,60095
Austria,Energy,2008,Terajoules,56278
Austria,Energy,2007,Terajoules,51900
Austria,Energy,2006,Terajoules,52044
Austria,Energy,2005,Terajoules,51008
Austria,Energy,2004,Terajoules,51723
Austria,Energy,2003,Terajoules,48382
Austria,Energy,2002,Terajoules,45224
Austria,Energy,2001,Terajoules,45654
Austria,Energy,2000,Terajoules,42698
Austria,Energy,1999,Terajoules,43264
Austria,Energy,1998,Terajoules,42213
Austria,Energy,1997,Terajoules,40479
Austria,Energy,1996,Terajoules,45030
Austria,Energy,1995,Terajoules,35515
Austria,Energy,1994,Terajoules,31885
Austria,Energy,1993,Terajoules,32911
Austria,Energy,1992,Terajoules,29380
Austria,Energy,1991,Terajoules,30499
Austria,Energy,1990,Terajoules,25636
Austria,Consumption,2019,Terajoules,10567.18
Austria,Consumption,2018,Terajoules,10937.483
Austria,Consumption,2017,Terajoules,10505.405
Austria,Consumption,2016,Terajoules,10204
Austria,Consumption,2015,Terajoules,10369
Austria,Consumption,2014,Terajoules,11517
Austria,Consumption,2013,Terajoules,11652
Austria,Consumption,2012,Terajoules,12164
Austria,Consumption,2011,Terajoules,10436
Austria,Consumption,2010,Terajoules,10367
Austria,Consumption,2009,Terajoules,9627
Austria,Consumption,2008,Terajoules,8124
Austria,Consumption,2007,Terajoules,8110
Austria,Consumption,2006,Terajoules,8395
Austria,Consumption,2005,Terajoules,7676
Austria,Consumption,2004,Terajoules,6554
Austria,Consumption,2003,Terajoules,5979
Austria,Consumption,2002,Terajoules,5668
Austria,Consumption,2001,Terajoules,5566
Austria,Consumption,2000,Terajoules,5100
Austria,Consumption,1999,Terajoules,3996
Austria,Consumption,1998,Terajoules,5349
Austria,Consumption,1997,Terajoules,5057
Austria,Consumption,1996,Terajoules,5962
Austria,Consumption,1995,Terajoules,4408
Austria,Consumption,1994,Terajoules,3998
Austria,Consumption,1993,Terajoules,4137
Austria,Consumption,1992,Terajoules,3706
Austria,Consumption,1991,Terajoules,3948
Austria,Consumption,1990,Terajoules,3313
Austria,Consumption,2019,Terajoules,301.44
Austria,Consumption,2018,Terajoules,299.067
Austria,Consumption,2017,Terajoules,316.637
Austria,Consumption,2016,Terajoules,348
Austria,Consumption,2015,Terajoules,313
Austria,Consumption,2014,Terajoules,246
Austria,Consumption,2013,Terajoules,264
Austria,Consumption,2012,Terajoules,220
Austria,Consumption,2011,Terajoules,214
Austria,Consumption,2010,Terajoules,180
Austria,Consumption,2009,Terajoules,194
Austria,Consumption,2008,Terajoules,139
Austria,Consumption,2007,Terajoules,125
Austria,Consumption,2006,Terajoules,220
Austria,Consumption,2005,Terajoules,242
Austria,Consumption,2004,Terajoules,177
Austria,Consumption,2003,Terajoules,90
Austria,Consumption,2002,Terajoules,89
Austria,Consumption,2001,Terajoules,402
Austria,Consumption,2000,Terajoules,7
Austria,Consumption,1999,Terajoules,8
