Country,Activity,Year,Unit,Quantity
Lithuania,Fuel,2019,Terajoules,18112
Lithuania,Fuel,2018,Terajoules,20008
Lithuania,Fuel,2017,Terajoules,20631
Lithuania,Fuel,2016,Terajoules,19752
Lithuania,Fuel,2015,Terajoules,17725
Lithuania,Fuel,2014,Terajoules,15745
Lithuania,Fuel,2013,Terajoules,14320
Lithuania,Fuel,2012,Terajoules,15658
Lithuania,Fuel,2011,Terajoules,14783
Lithuania,Fuel,2010,Terajoules,16074
Lithuania,Fuel,2009,Terajoules,14503
Lithuania,Fuel,2008,Terajoules,14511
Lithuania,Fuel,2007,Terajoules,16664
Lithuania,Fuel,2006,Terajoules,16623
Lithuania,Fuel,2005,Terajoules,16232
Lithuania,Fuel,2004,Terajoules,16535
Lithuania,Fuel,2003,Terajoules,19950
Lithuania,Fuel,2002,Terajoules,20896
Lithuania,Fuel,2001,Terajoules,20615
Lithuania,Fuel,2000,Terajoules,21049
Lithuania,Fuel,1999,Terajoules,24541
Lithuania,Fuel,1998,Terajoules,27868
Lithuania,Fuel,1997,Terajoules,31383
Lithuania,Fuel,1996,Terajoules,34714
Lithuania,Fuel,1995,Terajoules,33903
Lithuania,Fuel,1994,Terajoules,35707
Lithuania,Fuel,1993,Terajoules,31007
Lithuania,Fuel,1992,Terajoules,40259
Lithuania,Fuel,2019,Terajoules,39
Lithuania,Fuel,2018,Terajoules,47
Lithuania,Fuel,2017,Terajoules,49
Lithuania,Fuel,2016,Terajoules,52
Lithuania,Fuel,2015,Terajoules,65
Lithuania,Fuel,2014,Terajoules,98
Lithuania,Fuel,2013,Terajoules,70
Lithuania,Fuel,2012,Terajoules,156
Lithuania,Fuel,2011,Terajoules,29
Lithuania,Fuel,2010,Terajoules,170
Lithuania,Fuel,2009,Terajoules,170
Lithuania,Fuel,2008,Terajoules,22
Lithuania,Fuel,2007,Terajoules,150
Lithuania,Fuel,2006,Terajoules,190
Lithuania,Fuel,2005,Terajoules,332
Lithuania,Fuel,2004,Terajoules,410
Lithuania,Fuel,2003,Terajoules,575
Lithuania,Fuel,2002,Terajoules,573
Lithuania,Fuel,2001,Terajoules,565
Lithuania,Fuel,2000,Terajoules,187
Lithuania,Fuel,1999,Terajoules,207
Lithuania,Fuel,1998,Terajoules,236
Lithuania,Fuel,1997,Terajoules,231
Lithuania,Fuel,1996,Terajoules,370
Lithuania,Fuel,1995,Terajoules,390
Lithuania,Fuel,1994,Terajoules,341
Lithuania,Fuel,1993,Terajoules,333
Lithuania,Fuel,1992,Terajoules,781
Lithuania,Fuel,2019,Terajoules,1640
Lithuania,Fuel,2018,Terajoules,1198
Lithuania,Fuel,2017,Terajoules,1221
Lithuania,Fuel,2016,Terajoules,1193
Lithuania,Fuel,2015,Terajoules,1034
Lithuania,Fuel,2014,Terajoules,1079
Lithuania,Fuel,2013,Terajoules,1104
Lithuania,Fuel,2012,Terajoules,1270
Lithuania,Fuel,2011,Terajoules,1166
Lithuania,Fuel,2010,Terajoules,1273
Lithuania,Fuel,2009,Terajoules,1144
Lithuania,Fuel,2008,Terajoules,1439
Lithuania,Fuel,2007,Terajoules,1430
Lithuania,Fuel,2006,Terajoules,1402
Lithuania,Fuel,2005,Terajoules,1495
Lithuania,Fuel,2004,Terajoules,1328
Lithuania,Fuel,2003,Terajoules,1185
Lithuania,Fuel,2002,Terajoules,1046
Lithuania,Fuel,2001,Terajoules,1073
Lithuania,Fuel,2000,Terajoules,1491
Lithuania,Fuel,1999,Terajoules,1511
Lithuania,Fuel,1998,Terajoules,2314
Lithuania,Fuel,1997,Terajoules,3147
Lithuania,Fuel,1996,Terajoules,3203
Lithuania,Fuel,1995,Terajoules,3517
Lithuania,Fuel,1994,Terajoules,4129
Lithuania,Fuel,1993,Terajoules,5613
Lithuania,Fuel,1992,Terajoules,6623
Lithuania,Energy,2019,Terajoules,4
Lithuania,Energy,2018,Terajoules,4
Lithuania,Energy,2017,Terajoules,4
Lithuania,Energy,2016,Terajoules,4
Lithuania,Energy,2015,Terajoules,5
Lithuania,Energy,2014,Terajoules,5
Lithuania,Energy,2013,Terajoules,6
Lithuania,Energy,2012,Terajoules,6
Lithuania,Energy,2011,Terajoules,501
Lithuania,Energy,2010,Terajoules,878
Lithuania,Energy,2009,Terajoules,10
Lithuania,Energy,2008,Terajoules,25
Lithuania,Energy,2007,Terajoules,49
Lithuania,Energy,2006,Terajoules,2398
Lithuania,Energy,2005,Terajoules,1412
Lithuania,Energy,2004,Terajoules,1209
Lithuania,Energy,2003,Terajoules,1218
Lithuania,Energy,2002,Terajoules,1248
Lithuania,Energy,2001,Terajoules,1214
Lithuania,Energy,2000,Terajoules,1174
Lithuania,Energy,1999,Terajoules,1422
Lithuania,Energy,1998,Terajoules,2260
Lithuania,Energy,1997,Terajoules,2249
Lithuania,Energy,1996,Terajoules,2511
Lithuania,Energy,1995,Terajoules,2654
Lithuania,Energy,1994,Terajoules,3668
Lithuania,Energy,1993,Terajoules,4052
Lithuania,Energy,1992,Terajoules,3268
Lithuania,Own Use,2016,Terajoules,0
Lithuania,Own Use,2015,Terajoules,0
Lithuania,Own Use,2014,Terajoules,0
Lithuania,Own Use,2013,Terajoules,0
Lithuania,Own Use,2012,Terajoules,0
Lithuania,Own Use,2011,Terajoules,492
Lithuania,Own Use,2010,Terajoules,862
Lithuania,Own Use,2019,Terajoules,4
Lithuania,Own Use,2018,Terajoules,4
Lithuania,Own Use,2017,Terajoules,4
Lithuania,Own Use,2016,Terajoules,4
Lithuania,Own Use,2015,Terajoules,4
Lithuania,Own Use,2014,Terajoules,4
Lithuania,Own Use,2013,Terajoules,4
Lithuania,Own Use,2012,Terajoules,4
Lithuania,Own Use,2011,Terajoules,4
Lithuania,Own Use,2010,Terajoules,4
Lithuania,Own Use,2009,Terajoules,4
Lithuania,Own Use,2008,Terajoules,3
Lithuania,Own Use,2007,Terajoules,3
Lithuania,Own Use,2006,Terajoules,3
Lithuania,Own Use,2005,Terajoules,2
Lithuania,Own Use,2004,Terajoules,3
Lithuania,Own Use,2003,Terajoules,4
Lithuania,Own Use,2002,Terajoules,3
Lithuania,Own Use,2001,Terajoules,3
Lithuania,Own Use,2000,Terajoules,3
Lithuania,Own Use,1999,Terajoules,4
Lithuania,Own Use,1998,Terajoules,6
Lithuania,Own Use,1997,Terajoules,0
Lithuania,Own Use,1996,Terajoules,0
Lithuania,Own Use,2015,Terajoules,1
Lithuania,Own Use,2014,Terajoules,1
Lithuania,Own Use,2013,Terajoules,2
Lithuania,Own Use,2012,Terajoules,2
Lithuania,Own Use,2011,Terajoules,1
Lithuania,Own Use,2010,Terajoules,0
Lithuania,Own Use,2009,Terajoules,0
Lithuania,Own Use,2008,Terajoules,0
Lithuania,Own Use,2007,Terajoules,0
Lithuania,Own Use,2006,Terajoules,2343
Lithuania,Own Use,2005,Terajoules,1353
Lithuania,Own Use,2004,Terajoules,1166
Lithuania,Own Use,2003,Terajoules,1138
Lithuania,Own Use,2002,Terajoules,1146
Lithuania,Own Use,2001,Terajoules,1110
Lithuania,Own Use,2000,Terajoules,1171
Lithuania,Own Use,1999,Terajoules,1418
Lithuania,Own Use,1998,Terajoules,2254
Lithuania,Own Use,1997,Terajoules,2249
Lithuania,Own Use,1996,Terajoules,2511
Lithuania,Own Use,1995,Terajoules,2654
Lithuania,Own Use,1994,Terajoules,3668
Lithuania,Own Use,1993,Terajoules,4052
Lithuania,Own Use,1992,Terajoules,3268
Lithuania,Own Use,2020,Terajoules,-37913
Lithuania,Own Use,2019,Terajoules,413
Lithuania,Own Use,2018,Terajoules,417
Lithuania,Own Use,2017,Terajoules,392
Lithuania,Own Use,2016,Terajoules,292
Lithuania,Own Use,2015,Terajoules,275
Lithuania,Own Use,2014,Terajoules,279
Lithuania,Own Use,2013,Terajoules,305
Lithuania,Own Use,2012,Terajoules,323
Lithuania,Own Use,2011,Terajoules,333
Lithuania,Own Use,2010,Terajoules,387
Lithuania,Own Use,2009,Terajoules,1382
Lithuania,Own Use,2008,Terajoules,1476
Lithuania,Own Use,2007,Terajoules,1383
Lithuania,Own Use,2006,Terajoules,1277
Lithuania,Own Use,2005,Terajoules,1215
Lithuania,Own Use,2004,Terajoules,1041
Lithuania,Own Use,2003,Terajoules,1031
Lithuania,Own Use,2002,Terajoules,1243
Lithuania,Own Use,2001,Terajoules,1289
Lithuania,Own Use,2000,Terajoules,1545
Lithuania,Own Use,1999,Terajoules,1664
Lithuania,Own Use,1998,Terajoules,1772
Lithuania,Own Use,1997,Terajoules,1956
Lithuania,Own Use,1996,Terajoules,1670
Lithuania,Own Use,1995,Terajoules,1885
Lithuania,Own Use,1994,Terajoules,2087
Lithuania,Own Use,1993,Terajoules,2306
Lithuania,Own Use,1992,Terajoules,2069
Lithuania,Energy,2016,Terajoules,0
Lithuania,Energy,2015,Terajoules,0
Lithuania,Energy,2014,Terajoules,0
Lithuania,Energy,2013,Terajoules,0
Lithuania,Energy,2012,Terajoules,0
Lithuania,Energy,2011,Terajoules,4
Lithuania,Energy,2010,Terajoules,12
Lithuania,Energy,2009,Terajoules,6
Lithuania,Energy,2008,Terajoules,22
Lithuania,Energy,2007,Terajoules,46
Lithuania,Energy,2006,Terajoules,52
Lithuania,Energy,2005,Terajoules,57
Lithuania,Energy,2004,Terajoules,40
Lithuania,Energy,2003,Terajoules,76
Lithuania,Energy,2002,Terajoules,99
Lithuania,Energy,2001,Terajoules,101
Lithuania,Energy,2000,Terajoules,0
Lithuania,Energy,1999,Terajoules,0
Lithuania,Energy,1998,Terajoules,0
Lithuania,Energy,1997,Terajoules,0
Lithuania,Energy,1996,Terajoules,0
Lithuania,Energy,1995,Terajoules,0
Lithuania,Energy,1994,Terajoules,0
Lithuania,Energy,1993,Terajoules,0
Lithuania,Energy,1992,Terajoules,0
Lithuania,Energy,2020,Terajoules,30873
Lithuania,Energy,2019,Terajoules,35415
Lithuania,Energy,2018,Terajoules,38101
Lithuania,Energy,2017,Terajoules,38545
Lithuania,Energy,2016,Terajoules,34910
Lithuania,Energy,2015,Terajoules,33427
Lithuania,Energy,2014,Terajoules,35145
Lithuania,Energy,2013,Terajoules,35488
Lithuania,Energy,2012,Terajoules,37886
Lithuania,Energy,2011,Terajoules,36388
Lithuania,Energy,2010,Terajoules,38582
Lithuania,Energy,2009,Terajoules,37065
Lithuania,Energy,2008,Terajoules,36115
Lithuania,Energy,2007,Terajoules,38521
Lithuania,Energy,2006,Terajoules,39524
Lithuania,Energy,2005,Terajoules,37900
Lithuania,Energy,2004,Terajoules,37490
Lithuania,Energy,2003,Terajoules,38616
Lithuania,Energy,2002,Terajoules,37255
Lithuania,Energy,2001,Terajoules,35621
Lithuania,Energy,2000,Terajoules,34646
Lithuania,Energy,1999,Terajoules,37851
Lithuania,Energy,1998,Terajoules,42523
Lithuania,Energy,1997,Terajoules,45056
Lithuania,Energy,1996,Terajoules,46176
Lithuania,Energy,1995,Terajoules,49964
Lithuania,Energy,1994,Terajoules,55271
Lithuania,Energy,1993,Terajoules,51459
Lithuania,Energy,1992,Terajoules,69842
Lithuania,Consumption,2019,Terajoules,9273
Lithuania,Consumption,2018,Terajoules,9718
Lithuania,Consumption,2017,Terajoules,10011
Lithuania,Consumption,2016,Terajoules,7909
Lithuania,Consumption,2015,Terajoules,7943
Lithuania,Consumption,2014,Terajoules,9441
Lithuania,Consumption,2013,Terajoules,8655
Lithuania,Consumption,2012,Terajoules,8892
Lithuania,Consumption,2011,Terajoules,8642
Lithuania,Consumption,2010,Terajoules,7568
Lithuania,Consumption,2009,Terajoules,6977
Lithuania,Consumption,2008,Terajoules,6950
Lithuania,Consumption,2007,Terajoules,8316
Lithuania,Consumption,2006,Terajoules,7601
Lithuania,Consumption,2005,Terajoules,7221
Lithuania,Consumption,2004,Terajoules,6736
Lithuania,Consumption,2003,Terajoules,7637
Lithuania,Consumption,2002,Terajoules,6773
Lithuania,Consumption,2001,Terajoules,6074
Lithuania,Consumption,2000,Terajoules,6867
Lithuania,Consumption,1999,Terajoules,7563
Lithuania,Consumption,1998,Terajoules,8715
Lithuania,Consumption,1997,Terajoules,8175
Lithuania,Consumption,1996,Terajoules,8056
Lithuania,Consumption,1995,Terajoules,7189
Lithuania,Consumption,1994,Terajoules,6721
Lithuania,Consumption,1993,Terajoules,8446
Lithuania,Consumption,1992,Terajoules,20437
Lithuania,Consumption,2016,Terajoules,0
Lithuania,Consumption,2015,Terajoules,0
Lithuania,Consumption,2014,Terajoules,0
Lithuania,Consumption,2013,Terajoules,1
Lithuania,Consumption,2012,Terajoules,3
Lithuania,Consumption,2011,Terajoules,2
Lithuania,Consumption,2010,Terajoules,3
Lithuania,Consumption,2009,Terajoules,2
Lithuania,Consumption,2008,Terajoules,0
Lithuania,Consumption,2007,Terajoules,1
Lithuania,Consumption,2006,Terajoules,1
Lithuania,Consumption,2005,Terajoules,0
Lithuania,Consumption,2004,Terajoules,0
Lithuania,Consumption,2003,Terajoules,2
Lithuania,Consumption,2002,Terajoules,3
Lithuania,Consumption,2001,Terajoules,7
Lithuania,Consumption,2000,Terajoules,7
Lithuania,Consumption,1999,Terajoules,7
Lithuania,Consumption,1998,Terajoules,8
Lithuania,Consumption,1997,Terajoules,18
Lithuania,Consumption,1996,Terajoules,18
Lithuania,Consumption,1995,Terajoules,18
Lithuania,Consumption,1994,Terajoules,20
Lithuania,Consumption,1993,Terajoules,25
Lithuania,Consumption,1992,Terajoules,62
Lithuania,Consumption,2019,Terajoules,8355
Lithuania,Consumption,2018,Terajoules,8592
Lithuania,Consumption,2017,Terajoules,8894
Lithuania,Consumption,2016,Terajoules,6500
Lithuania,Consumption,2015,Terajoules,6746
Lithuania,Consumption,2014,Terajoules,8191
Lithuania,Consumption,2013,Terajoules,7299
Lithuania,Consumption,2012,Terajoules,7733
Lithuania,Consumption,2011,Terajoules,7736
Lithuania,Consumption,2010,Terajoules,6526
Lithuania,Consumption,2009,Terajoules,6144
Lithuania,Consumption,2008,Terajoules,5956
Lithuania,Consumption,2007,Terajoules,6338
Lithuania,Consumption,2006,Terajoules,5270
Lithuania,Consumption,2005,Terajoules,5081
Lithuania,Consumption,2004,Terajoules,4624
Lithuania,Consumption,2003,Terajoules,5445
Lithuania,Consumption,2002,Terajoules,4963
Lithuania,Consumption,2001,Terajoules,4180
Lithuania,Consumption,2000,Terajoules,4799
Lithuania,Consumption,1999,Terajoules,4667
Lithuania,Consumption,1998,Terajoules,4735
Lithuania,Consumption,1997,Terajoules,3807
Lithuania,Consumption,1996,Terajoules,3625
Lithuania,Consumption,1995,Terajoules,2687
Lithuania,Consumption,1994,Terajoules,1797
Lithuania,Consumption,1993,Terajoules,2396
Lithuania,Consumption,1992,Terajoules,5152
Lithuania,Consumption,2019,Terajoules,918
Lithuania,Consumption,2018,Terajoules,1126
Lithuania,Consumption,2017,Terajoules,1117
Lithuania,Consumption,2016,Terajoules,1409
Lithuania,Consumption,2015,Terajoules,1197
Lithuania,Consumption,2014,Terajoules,1250
Lithuania,Consumption,2013,Terajoules,1355
Lithuania,Consumption,2012,Terajoules,1156
Lithuania,Consumption,2011,Terajoules,904
Lithuania,Consumption,2010,Terajoules,1039
Lithuania,Consumption,2009,Terajoules,831
Lithuania,Consumption,2008,Terajoules,994
Lithuania,Consumption,2007,Terajoules,1977
Lithuania,Consumption,2006,Terajoules,2330
Lithuania,Consumption,2005,Terajoules,2140
Lithuania,Consumption,2004,Terajoules,2112
Lithuania,Consumption,2003,Terajoules,2190
Lithuania,Consumption,2002,Terajoules,1807
Lithuania,Consumption,2001,Terajoules,1887
Lithuania,Consumption,2000,Terajoules,2061
Lithuania,Consumption,1999,Terajoules,2889
Lithuania,Consumption,1998,Terajoules,3972
Lithuania,Consumption,1997,Terajoules,4350
Lithuania,Consumption,1996,Terajoules,4413
Lithuania,Consumption,1995,Terajoules,4484
Lithuania,Consumption,1994,Terajoules,4904
Lithuania,Consumption,1993,Terajoules,6025
Lithuania,Consumption,1992,Terajoules,15223
Lithuania,Consumption,2019,Terajoules,1
Lithuania,Consumption,2018,Terajoules,9
Lithuania,Consumption,2017,Terajoules,1
Lithuania,Consumption,2016,Terajoules,30
Lithuania,Consumption,2015,Terajoules,22
Lithuania,Consumption,2014,Terajoules,2
Lithuania,Consumption,2013,Terajoules,1
Lithuania,Consumption,2012,Terajoules,8
Lithuania,Consumption,2011,Terajoules,10
Lithuania,Consumption,2010,Terajoules,17
Lithuania,Consumption,2009,Terajoules,7
Lithuania,Consumption,2008,Terajoules,45
Lithuania,Consumption,2007,Terajoules,48
Lithuania,Consumption,2006,Terajoules,61
Lithuania,Consumption,2005,Terajoules,30
Lithuania,Consumption,2004,Terajoules,34
Lithuania,Consumption,2003,Terajoules,35
Lithuania,Consumption,2002,Terajoules,38
Lithuania,Consumption,2001,Terajoules,49
Lithuania,Consumption,2000,Terajoules,49
Lithuania,Consumption,1999,Terajoules,191
Lithuania,Consumption,1998,Terajoules,261
Lithuania,Consumption,1997,Terajoules,344
Lithuania,Consumption,1996,Terajoules,349
Lithuania,Consumption,1995,Terajoules,354
Lithuania,Consumption,1994,Terajoules,390
Lithuania,Consumption,1993,Terajoules,476
Lithuania,Consumption,1992,Terajoules,1204
Lithuania,Consumption,2019,Terajoules,10
Lithuania,Consumption,2018,Terajoules,12
Lithuania,Consumption,2017,Terajoules,10
Lithuania,Consumption,2016,Terajoules,28
Lithuania,Consumption,2015,Terajoules,16
Lithuania,Consumption,2014,Terajoules,8
Lithuania,Consumption,2013,Terajoules,9
Lithuania,Consumption,2012,Terajoules,6
Lithuania,Consumption,2011,Terajoules,5
Lithuania,Consumption,2010,Terajoules,29
Lithuania,Consumption,2009,Terajoules,7
Lithuania,Consumption,2008,Terajoules,8
Lithuania,Consumption,2007,Terajoules,12
Lithuania,Consumption,2006,Terajoules,19
Lithuania,Consumption,2005,Terajoules,14
Lithuania,Consumption,2004,Terajoules,23
Lithuania,Consumption,2003,Terajoules,14
Lithuania,Consumption,2002,Terajoules,15
Lithuania,Consumption,2001,Terajoules,11
Lithuania,Consumption,2000,Terajoules,5
Lithuania,Consumption,1999,Terajoules,19
Lithuania,Consumption,1998,Terajoules,183
Lithuania,Consumption,1997,Terajoules,184
Lithuania,Consumption,1996,Terajoules,187
Lithuania,Consumption,1995,Terajoules,189
Lithuania,Consumption,1994,Terajoules,208
Lithuania,Consumption,1993,Terajoules,255
Lithuania,Consumption,1992,Terajoules,644
Lithuania,Consumption,2019,Terajoules,60
Lithuania,Consumption,2018,Terajoules,94
Lithuania,Consumption,2017,Terajoules,94
Lithuania,Consumption,2016,Terajoules,105
Lithuania,Consumption,2015,Terajoules,61
Lithuania,Consumption,2014,Terajoules,63
Lithuania,Consumption,2013,Terajoules,73
Lithuania,Consumption,2012,Terajoules,56
Lithuania,Consumption,2011,Terajoules,49
Lithuania,Consumption,2010,Terajoules,66
Lithuania,Consumption,2009,Terajoules,59
Lithuania,Consumption,2008,Terajoules,55
Lithuania,Consumption,2007,Terajoules,69
Lithuania,Consumption,2006,Terajoules,171
Lithuania,Consumption,2005,Terajoules,298
Lithuania,Consumption,2004,Terajoules,347
Lithuania,Consumption,2003,Terajoules,327
Lithuania,Consumption,2002,Terajoules,318
Lithuania,Consumption,2001,Terajoules,331
Lithuania,Consumption,2000,Terajoules,275
Lithuania,Consumption,1999,Terajoules,369
Lithuania,Consumption,1998,Terajoules,479
Lithuania,Consumption,1997,Terajoules,616
Lithuania,Consumption,1996,Terajoules,625
Lithuania,Consumption,1995,Terajoules,634
Lithuania,Consumption,1994,Terajoules,688
Lithuania,Consumption,1993,Terajoules,853
Lithuania,Consumption,1992,Terajoules,2156
Lithuania,Consumption,2019,Terajoules,1
Lithuania,Consumption,2018,Terajoules,1
Lithuania,Consumption,2017,Terajoules,1
Lithuania,Consumption,2016,Terajoules,1
Lithuania,Consumption,2015,Terajoules,1
Lithuania,Consumption,2014,Terajoules,1
Lithuania,Consumption,2013,Terajoules,1
Lithuania,Consumption,2012,Terajoules,1
Lithuania,Consumption,2011,Terajoules,0
Lithuania,Consumption,2010,Terajoules,0
Lithuania,Consumption,2009,Terajoules,0
Lithuania,Consumption,2008,Terajoules,1
Lithuania,Consumption,2007,Terajoules,2
Lithuania,Consumption,2006,Terajoules,2
Lithuania,Consumption,2005,Terajoules,3
Lithuania,Consumption,2004,Terajoules,3
Lithuania,Consumption,2003,Terajoules,3
Lithuania,Consumption,2002,Terajoules,2
Lithuania,Consumption,2001,Terajoules,4
Lithuania,Consumption,2000,Terajoules,1
Lithuania,Consumption,1999,Terajoules,1
Lithuania,Consumption,1998,Terajoules,1
Lithuania,Consumption,1997,Terajoules,4
Lithuania,Consumption,1996,Terajoules,4
Lithuania,Consumption,1995,Terajoules,6
Lithuania,Consumption,1994,Terajoules,6
Lithuania,Consumption,1993,Terajoules,10
Lithuania,Consumption,1992,Terajoules,14
Lithuania,Consumption,2019,Terajoules,293
Lithuania,Consumption,2018,Terajoules,409
Lithuania,Consumption,2017,Terajoules,415
Lithuania,Consumption,2016,Terajoules,465
Lithuania,Consumption,2015,Terajoules,423
Lithuania,Consumption,2014,Terajoules,462
Lithuania,Consumption,2013,Terajoules,544
Lithuania,Consumption,2012,Terajoules,452
Lithuania,Consumption,2011,Terajoules,432
Lithuania,Consumption,2010,Terajoules,504
Lithuania,Consumption,2009,Terajoules,448
Lithuania,Consumption,2008,Terajoules,455
Lithuania,Consumption,2007,Terajoules,750
Lithuania,Consumption,2006,Terajoules,716
Lithuania,Consumption,2005,Terajoules,568
Lithuania,Consumption,2004,Terajoules,555
Lithuania,Consumption,2003,Terajoules,542
Lithuania,Consumption,2002,Terajoules,577
Lithuania,Consumption,2001,Terajoules,526
Lithuania,Consumption,2000,Terajoules,612
Lithuania,Consumption,1999,Terajoules,893
Lithuania,Consumption,1998,Terajoules,1185
Lithuania,Consumption,1997,Terajoules,1535
Lithuania,Consumption,1996,Terajoules,1557
Lithuania,Consumption,1995,Terajoules,1589
Lithuania,Consumption,1994,Terajoules,1734
Lithuania,Consumption,1993,Terajoules,2125
Lithuania,Consumption,1992,Terajoules,5372
Lithuania,Consumption,2019,Terajoules,23
Lithuania,Consumption,2018,Terajoules,18
Lithuania,Consumption,2017,Terajoules,23
Lithuania,Consumption,2016,Terajoules,24
Lithuania,Consumption,2015,Terajoules,11
Lithuania,Consumption,2014,Terajoules,8
Lithuania,Consumption,2013,Terajoules,6
Lithuania,Consumption,2012,Terajoules,10
Lithuania,Consumption,2011,Terajoules,131
Lithuania,Consumption,2010,Terajoules,97
Lithuania,Consumption,2009,Terajoules,33
Lithuania,Consumption,2008,Terajoules,55
Lithuania,Consumption,2007,Terajoules,628
Lithuania,Consumption,2006,Terajoules,621
Lithuania,Consumption,2005,Terajoules,608
Lithuania,Consumption,2004,Terajoules,545
Lithuania,Consumption,2003,Terajoules,513
Lithuania,Consumption,2002,Terajoules,93
Lithuania,Consumption,2001,Terajoules,86
Lithuania,Consumption,2000,Terajoules,79
Lithuania,Consumption,1999,Terajoules,67
Lithuania,Consumption,1998,Terajoules,135
Lithuania,Consumption,1997,Terajoules,131
Lithuania,Consumption,1996,Terajoules,133
Lithuania,Consumption,1995,Terajoules,135
Lithuania,Consumption,1994,Terajoules,148
Lithuania,Consumption,1993,Terajoules,181
Lithuania,Consumption,1992,Terajoules,458
Lithuania,Consumption,2019,Terajoules,288
Lithuania,Consumption,2018,Terajoules,308
Lithuania,Consumption,2017,Terajoules,313
Lithuania,Consumption,2016,Terajoules,439
Lithuania,Consumption,2015,Terajoules,414
Lithuania,Consumption,2014,Terajoules,393
Lithuania,Consumption,2013,Terajoules,425
Lithuania,Consumption,2012,Terajoules,339
Lithuania,Consumption,2011,Terajoules,36
Lithuania,Consumption,2010,Terajoules,38
Lithuania,Consumption,2009,Terajoules,21
Lithuania,Consumption,2008,Terajoules,43
Lithuania,Consumption,2007,Terajoules,145
Lithuania,Consumption,2006,Terajoules,212
Lithuania,Consumption,2005,Terajoules,81
Lithuania,Consumption,2004,Terajoules,64
Lithuania,Consumption,2003,Terajoules,68
Lithuania,Consumption,2002,Terajoules,81
Lithuania,Consumption,2001,Terajoules,90
Lithuania,Consumption,2000,Terajoules,98
Lithuania,Consumption,1999,Terajoules,71
Lithuania,Consumption,1998,Terajoules,106
Lithuania,Consumption,1997,Terajoules,129
Lithuania,Consumption,1996,Terajoules,131
Lithuania,Consumption,1995,Terajoules,133
Lithuania,Consumption,1994,Terajoules,146
Lithuania,Consumption,1993,Terajoules,179
Lithuania,Consumption,1992,Terajoules,451
Lithuania,Consumption,2019,Terajoules,63
Lithuania,Consumption,2018,Terajoules,75
Lithuania,Consumption,2017,Terajoules,89
Lithuania,Consumption,2016,Terajoules,61
Lithuania,Consumption,2015,Terajoules,51
Lithuania,Consumption,2014,Terajoules,57
Lithuania,Consumption,2013,Terajoules,82
Lithuania,Consumption,2012,Terajoules,74
Lithuania,Consumption,2011,Terajoules,69
Lithuania,Consumption,2010,Terajoules,79
Lithuania,Consumption,2009,Terajoules,84
Lithuania,Consumption,2008,Terajoules,116
Lithuania,Consumption,2007,Terajoules,118
Lithuania,Consumption,2006,Terajoules,90
Lithuania,Consumption,2005,Terajoules,82
Lithuania,Consumption,2004,Terajoules,88
Lithuania,Consumption,2003,Terajoules,95
Lithuania,Consumption,2002,Terajoules,92
Lithuania,Consumption,2001,Terajoules,101
Lithuania,Consumption,2000,Terajoules,89
Lithuania,Consumption,1999,Terajoules,112
Lithuania,Consumption,1998,Terajoules,143
Lithuania,Consumption,1997,Terajoules,51
Lithuania,Consumption,1996,Terajoules,52
Lithuania,Consumption,1995,Terajoules,53
Lithuania,Consumption,1994,Terajoules,58
Lithuania,Consumption,1993,Terajoules,70
Lithuania,Consumption,1992,Terajoules,178
Lithuania,Consumption,2019,Terajoules,110
Lithuania,Consumption,2018,Terajoules,115
Lithuania,Consumption,2017,Terajoules,102
Lithuania,Consumption,2016,Terajoules,134
Lithuania,Consumption,2015,Terajoules,101
Lithuania,Consumption,2014,Terajoules,93
Lithuania,Consumption,2013,Terajoules,109
Lithuania,Consumption,2012,Terajoules,102
Lithuania,Consumption,2011,Terajoules,100
Lithuania,Consumption,2010,Terajoules,138
Lithuania,Consumption,2009,Terajoules,101
Lithuania,Consumption,2008,Terajoules,133
Lithuania,Consumption,2007,Terajoules,97
Lithuania,Consumption,2006,Terajoules,353
Lithuania,Consumption,2005,Terajoules,376
Lithuania,Consumption,2004,Terajoules,384
Lithuania,Consumption,2003,Terajoules,534
Lithuania,Consumption,2002,Terajoules,525
Lithuania,Consumption,2001,Terajoules,608
Lithuania,Consumption,2000,Terajoules,763
Lithuania,Consumption,1999,Terajoules,1053
Lithuania,Consumption,1998,Terajoules,1307
Lithuania,Consumption,1997,Terajoules,1200
Lithuania,Consumption,1996,Terajoules,1217
Lithuania,Consumption,1995,Terajoules,1230
Lithuania,Consumption,1994,Terajoules,1350
Lithuania,Consumption,1993,Terajoules,1660
Lithuania,Consumption,1992,Terajoules,4200
Lithuania,Consumption,2019,Terajoules,69
Lithuania,Consumption,2018,Terajoules,85
Lithuania,Consumption,2017,Terajoules,69
Lithuania,Consumption,2016,Terajoules,122
Lithuania,Consumption,2015,Terajoules,97
Lithuania,Consumption,2014,Terajoules,163
Lithuania,Consumption,2013,Terajoules,105
Lithuania,Consumption,2012,Terajoules,108
Lithuania,Consumption,2011,Terajoules,72
Lithuania,Consumption,2010,Terajoules,71
Lithuania,Consumption,2009,Terajoules,71
Lithuania,Consumption,2008,Terajoules,83
Lithuania,Consumption,2007,Terajoules,108
Lithuania,Consumption,2006,Terajoules,85
Lithuania,Consumption,2005,Terajoules,80
Lithuania,Consumption,2004,Terajoules,69
Lithuania,Consumption,2003,Terajoules,59
